Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso",Total viviendas ocupadas con personas presentes,Total,Energía electrica SI,Energía electrica NO,Total.1,Acueducto SI,Acueducto NO,Total.2,Alcantarillado SI,Alcantarillado NO,Total.3,Gas natural conectado a red pública SI,Gas natural conectado a red pública NO,Gas natural conectado a red pública NA,Total.4,Recolección de basuras SI,Recolección de basuras NO,Total.5,Internet SI,Internet NO,Internet NA
50_Meta,350_La Macarena,Rural disperso,5200.0,5200.0,551.0,4649.0,5200.0,60.0,5140.0,5200.0,97.0,5103.0,5200.0,3.0,5113.0,84.0,5200.0,128.0,5072.0,5200.0,47.0,5040.0,113.0
50_Meta,370_Uribe,Total municipal,2491.0,2491.0,1173.0,1318.0,2491.0,527.0,1964.0,2491.0,779.0,1712.0,2491.0,18.0,2464.0,9.0,2491.0,691.0,1800.0,2491.0,104.0,2377.0,10.0
50_Meta,370_Uribe,Cabecera,482.0,482.0,468.0,14.0,482.0,467.0,15.0,482.0,462.0,20.0,482.0,15.0,459.0,8.0,482.0,470.0,12.0,482.0,88.0,385.0,9.0
50_Meta,370_Uribe,Centro poblado,343.0,343.0,325.0,18.0,343.0,25.0,318.0,343.0,293.0,50.0,343.0,2.0,341.0,0.0,343.0,206.0,137.0,343.0,12.0,331.0,0.0
50_Meta,370_Uribe,Rural disperso,1666.0,1666.0,380.0,1286.0,1666.0,35.0,1631.0,1666.0,24.0,1642.0,1666.0,1.0,1664.0,1.0,1666.0,15.0,1651.0,1666.0,4.0,1661.0,1.0
50_Meta,400_Lejanías,Total municipal,3257.0,3257.0,2824.0,433.0,3257.0,2306.0,951.0,3257.0,1481.0,1776.0,3257.0,23.0,3225.0,9.0,3257.0,1494.0,1763.0,3257.0,146.0,3104.0,7.0
50_Meta,400_Lejanías,Cabecera,1366.0,1366.0,1346.0,20.0,1366.0,1355.0,11.0,1366.0,1338.0,28.0,1366.0,19.0,1339.0,8.0,1366.0,1352.0,14.0,1366.0,125.0,1235.0,6.0
50_Meta,400_Lejanías,Centro poblado,173.0,173.0,149.0,24.0,173.0,156.0,17.0,173.0,120.0,53.0,173.0,0.0,173.0,0.0,173.0,94.0,79.0,173.0,4.0,169.0,0.0
50_Meta,400_Lejanías,Rural disperso,1718.0,1718.0,1329.0,389.0,1718.0,795.0,923.0,1718.0,23.0,1695.0,1718.0,4.0,1713.0,1.0,1718.0,48.0,1670.0,1718.0,17.0,1700.0,1.0
50_Meta,450_Puerto Concordia,Total municipal,2552.0,2552.0,1453.0,1099.0,2552.0,936.0,1616.0,2552.0,1058.0,1494.0,2552.0,397.0,2141.0,14.0,2552.0,1008.0,1544.0,2552.0,128.0,2410.0,14.0
50_Meta,450_Puerto Concordia,Cabecera,1017.0,1017.0,993.0,24.0,1017.0,862.0,155.0,1017.0,942.0,75.0,1017.0,390.0,618.0,9.0,1017.0,964.0,53.0,1017.0,123.0,885.0,9.0
50_Meta,450_Puerto Concordia,Centro poblado,215.0,215.0,190.0,25.0,215.0,57.0,158.0,215.0,95.0,120.0,215.0,3.0,212.0,0.0,215.0,25.0,190.0,215.0,1.0,214.0,0.0
50_Meta,450_Puerto Concordia,Rural disperso,1320.0,1320.0,270.0,1050.0,1320.0,17.0,1303.0,1320.0,21.0,1299.0,1320.0,4.0,1311.0,5.0,1320.0,19.0,1301.0,1320.0,4.0,1311.0,5.0
50_Meta,568_Puerto Gaitán,Total municipal,10466.0,10466.0,7325.0,3141.0,10466.0,4748.0,5718.0,10466.0,4728.0,5738.0,10466.0,1604.0,8764.0,98.0,10466.0,5783.0,4683.0,10466.0,1124.0,9237.0,105.0
50_Meta,568_Puerto Gaitán,Cabecera,5921.0,5921.0,5829.0,92.0,5921.0,4065.0,1856.0,5921.0,4240.0,1681.0,5921.0,1591.0,4271.0,59.0,5921.0,5633.0,288.0,5921.0,1076.0,4784.0,61.0
50_Meta,568_Puerto Gaitán,Centro poblado,816.0,816.0,727.0,89.0,816.0,564.0,252.0,816.0,456.0,360.0,816.0,10.0,800.0,6.0,816.0,123.0,693.0,816.0,26.0,784.0,6.0
50_Meta,568_Puerto Gaitán,Rural disperso,3729.0,3729.0,769.0,2960.0,3729.0,119.0,3610.0,3729.0,32.0,3697.0,3729.0,3.0,3693.0,33.0,3729.0,27.0,3702.0,3729.0,22.0,3669.0,38.0
50_Meta,573_Puerto López,Total municipal,8676.0,8676.0,8152.0,524.0,8676.0,6832.0,1844.0,8676.0,6498.0,2178.0,8676.0,3887.0,4743.0,46.0,8676.0,6304.0,2372.0,8676.0,894.0,7736.0,46.0
50_Meta,573_Puerto López,Cabecera,5759.0,5759.0,5659.0,100.0,5759.0,5549.0,210.0,5759.0,5471.0,288.0,5759.0,3651.0,2068.0,40.0,5759.0,5575.0,184.0,5759.0,842.0,4877.0,40.0
50_Meta,573_Puerto López,Centro poblado,1209.0,1209.0,1163.0,46.0,1209.0,751.0,458.0,1209.0,792.0,417.0,1209.0,219.0,988.0,2.0,1209.0,688.0,521.0,1209.0,34.0,1173.0,2.0
50_Meta,573_Puerto López,Rural disperso,1708.0,1708.0,1330.0,378.0,1708.0,532.0,1176.0,1708.0,235.0,1473.0,1708.0,17.0,1687.0,4.0,1708.0,41.0,1667.0,1708.0,18.0,1686.0,4.0
50_Meta,577_Puerto Lleras,Total municipal,2823.0,2823.0,2000.0,823.0,2823.0,784.0,2039.0,2823.0,917.0,1906.0,2823.0,692.0,2086.0,45.0,2823.0,1179.0,1644.0,2823.0,118.0,2655.0,50.0
50_Meta,577_Puerto Lleras,Cabecera,1164.0,1164.0,1116.0,48.0,1164.0,702.0,462.0,1164.0,830.0,334.0,1164.0,684.0,440.0,40.0,1164.0,1128.0,36.0,1164.0,109.0,1010.0,45.0
50_Meta,577_Puerto Lleras,Centro poblado,237.0,237.0,225.0,12.0,237.0,55.0,182.0,237.0,75.0,162.0,237.0,2.0,232.0,3.0,237.0,3.0,234.0,237.0,4.0,230.0,3.0
50_Meta,577_Puerto Lleras,Rural disperso,1422.0,1422.0,659.0,763.0,1422.0,27.0,1395.0,1422.0,12.0,1410.0,1422.0,6.0,1414.0,2.0,1422.0,48.0,1374.0,1422.0,5.0,1415.0,2.0
50_Meta,590_Puerto Rico,Total municipal,3839.0,3839.0,2114.0,1725.0,3839.0,1232.0,2607.0,3839.0,1856.0,1983.0,3839.0,1258.0,2554.0,27.0,3839.0,1849.0,1990.0,3839.0,220.0,3588.0,31.0
50_Meta,590_Puerto Rico,Cabecera,1909.0,1909.0,1842.0,67.0,1909.0,1222.0,687.0,1909.0,1840.0,69.0,1909.0,1253.0,632.0,24.0,1909.0,1812.0,97.0,1909.0,217.0,1667.0,25.0
50_Meta,590_Puerto Rico,Centro poblado,91.0,91.0,31.0,60.0,91.0,2.0,89.0,91.0,3.0,88.0,91.0,2.0,88.0,1.0,91.0,2.0,89.0,91.0,1.0,89.0,1.0
50_Meta,590_Puerto Rico,Rural disperso,1839.0,1839.0,241.0,1598.0,1839.0,8.0,1831.0,1839.0,13.0,1826.0,1839.0,3.0,1834.0,2.0,1839.0,35.0,1804.0,1839.0,2.0,1832.0,5.0
50_Meta,606_Restrepo,Total municipal,5416.0,5416.0,5341.0,75.0,5416.0,4485.0,931.0,5416.0,3771.0,1645.0,5416.0,3850.0,1519.0,47.0,5416.0,4599.0,817.0,5416.0,1381.0,3988.0,47.0
50_Meta,606_Restrepo,Cabecera,3708.0,3708.0,3693.0,15.0,3708.0,3696.0,12.0,3708.0,3601.0,107.0,3708.0,3421.0,248.0,39.0,3708.0,3700.0,8.0,3708.0,1143.0,2526.0,39.0
50_Meta,606_Restrepo,Rural disperso,1708.0,1708.0,1648.0,60.0,1708.0,789.0,919.0,1708.0,170.0,1538.0,1708.0,429.0,1271.0,8.0,1708.0,899.0,809.0,1708.0,238.0,1462.0,8.0
50_Meta,680_San Carlos De Guaroa,Total municipal,3481.0,3481.0,3295.0,186.0,3481.0,2895.0,586.0,3481.0,3074.0,407.0,3481.0,1847.0,1607.0,27.0,3481.0,3075.0,406.0,3481.0,556.0,2899.0,26.0
50_Meta,680_San Carlos De Guaroa,Cabecera,1848.0,1848.0,1797.0,51.0,1848.0,1760.0,88.0,1848.0,1810.0,38.0,1848.0,1303.0,531.0,14.0,1848.0,1820.0,28.0,1848.0,244.0,1591.0,13.0
50_Meta,680_San Carlos De Guaroa,Centro poblado,1252.0,1252.0,1222.0,30.0,1252.0,1116.0,136.0,1252.0,1222.0,30.0,1252.0,540.0,701.0,11.0,1252.0,1236.0,16.0,1252.0,299.0,942.0,11.0
50_Meta,680_San Carlos De Guaroa,Rural disperso,381.0,381.0,276.0,105.0,381.0,19.0,362.0,381.0,42.0,339.0,381.0,4.0,375.0,2.0,381.0,19.0,362.0,381.0,13.0,366.0,2.0
50_Meta,683_San Juan De Arama,Total municipal,2696.0,2696.0,2312.0,384.0,2696.0,1550.0,1146.0,2696.0,1329.0,1367.0,2696.0,1026.0,1650.0,20.0,2696.0,1317.0,1379.0,2696.0,215.0,2459.0,22.0
50_Meta,683_San Juan De Arama,Cabecera,1315.0,1315.0,1272.0,43.0,1315.0,1240.0,75.0,1315.0,1264.0,51.0,1315.0,1020.0,275.0,20.0,1315.0,1276.0,39.0,1315.0,200.0,1093.0,22.0
50_Meta,683_San Juan De Arama,Centro poblado,276.0,276.0,245.0,31.0,276.0,151.0,125.0,276.0,56.0,220.0,276.0,4.0,272.0,0.0,276.0,37.0,239.0,276.0,7.0,269.0,0.0
50_Meta,683_San Juan De Arama,Rural disperso,1105.0,1105.0,795.0,310.0,1105.0,159.0,946.0,1105.0,9.0,1096.0,1105.0,2.0,1103.0,0.0,1105.0,4.0,1101.0,1105.0,8.0,1097.0,0.0
50_Meta,686_San Juanito,Total municipal,349.0,349.0,300.0,49.0,349.0,229.0,120.0,349.0,196.0,153.0,349.0,3.0,332.0,14.0,349.0,198.0,151.0,349.0,55.0,280.0,14.0
50_Meta,686_San Juanito,Cabecera,201.0,201.0,183.0,18.0,201.0,195.0,6.0,201.0,192.0,9.0,201.0,2.0,185.0,14.0,201.0,194.0,7.0,201.0,52.0,135.0,14.0
50_Meta,686_San Juanito,Centro poblado,6.0,6.0,5.0,1.0,6.0,2.0,4.0,6.0,1.0,5.0,6.0,0.0,6.0,0.0,6.0,0.0,6.0,6.0,1.0,5.0,0.0
50_Meta,686_San Juanito,Rural disperso,142.0,142.0,112.0,30.0,142.0,32.0,110.0,142.0,3.0,139.0,142.0,1.0,141.0,0.0,142.0,4.0,138.0,142.0,2.0,140.0,0.0
50_Meta,689_San Martín,Total municipal,7120.0,7120.0,6754.0,366.0,7120.0,5720.0,1400.0,7120.0,5471.0,1649.0,7120.0,3738.0,3306.0,76.0,7120.0,5756.0,1364.0,7120.0,808.0,6236.0,76.0
50_Meta,689_San Martín,Cabecera,5521.0,5521.0,5450.0,71.0,5521.0,5464.0,57.0,5521.0,5426.0,95.0,5521.0,3724.0,1725.0,72.0,5521.0,5456.0,65.0,5521.0,790.0,4659.0,72.0
50_Meta,689_San Martín,Centro poblado,521.0,521.0,448.0,73.0,521.0,221.0,300.0,521.0,20.0,501.0,521.0,1.0,520.0,0.0,521.0,262.0,259.0,521.0,1.0,520.0,0.0
50_Meta,689_San Martín,Rural disperso,1078.0,1078.0,856.0,222.0,1078.0,35.0,1043.0,1078.0,25.0,1053.0,1078.0,13.0,1061.0,4.0,1078.0,38.0,1040.0,1078.0,17.0,1057.0,4.0
50_Meta,711_Vistahermosa,Total municipal,5499.0,5499.0,3761.0,1738.0,5499.0,3015.0,2484.0,5499.0,2286.0,3213.0,5499.0,45.0,5431.0,23.0,5499.0,2809.0,2690.0,5499.0,381.0,5095.0,23.0
50_Meta,711_Vistahermosa,Cabecera,2356.0,2356.0,2311.0,45.0,2356.0,2111.0,245.0,2356.0,2086.0,270.0,2356.0,40.0,2304.0,12.0,2356.0,2333.0,23.0,2356.0,363.0,1981.0,12.0
50_Meta,711_Vistahermosa,Centro poblado,813.0,813.0,724.0,89.0,813.0,596.0,217.0,813.0,181.0,632.0,813.0,4.0,801.0,8.0,813.0,443.0,370.0,813.0,5.0,800.0,8.0
50_Meta,711_Vistahermosa,Rural disperso,2330.0,2330.0,726.0,1604.0,2330.0,308.0,2022.0,2330.0,19.0,2311.0,2330.0,1.0,2326.0,3.0,2330.0,33.0,2297.0,2330.0,13.0,2314.0,3.0
52_Nariño,001_Pasto,Total municipal,109715.0,109715.0,109381.0,334.0,109715.0,107939.0,1776.0,109715.0,98485.0,11230.0,109715.0,26486.0,82212.0,1017.0,109715.0,98835.0,10880.0,109715.0,53291.0,55400.0,1024.0
52_Nariño,001_Pasto,Cabecera,88607.0,88607.0,88465.0,142.0,88607.0,88232.0,375.0,88607.0,87572.0,1035.0,88607.0,25064.0,62635.0,908.0,88607.0,87697.0,910.0,88607.0,50883.0,36811.0,913.0
52_Nariño,001_Pasto,Centro poblado,13562.0,13562.0,13505.0,57.0,13562.0,13376.0,186.0,13562.0,10233.0,3329.0,13562.0,1297.0,12225.0,40.0,13562.0,10264.0,3298.0,13562.0,1979.0,11543.0,40.0
52_Nariño,001_Pasto,Rural disperso,7546.0,7546.0,7411.0,135.0,7546.0,6331.0,1215.0,7546.0,680.0,6866.0,7546.0,125.0,7352.0,69.0,7546.0,874.0,6672.0,7546.0,429.0,7046.0,71.0
52_Nariño,019_Albán,Total municipal,2485.0,2485.0,2446.0,39.0,2485.0,1821.0,664.0,2485.0,983.0,1502.0,2485.0,20.0,2456.0,9.0,2485.0,784.0,1701.0,2485.0,50.0,2425.0,10.0
52_Nariño,019_Albán,Cabecera,722.0,722.0,719.0,3.0,722.0,704.0,18.0,722.0,665.0,57.0,722.0,13.0,701.0,8.0,722.0,675.0,47.0,722.0,48.0,666.0,8.0
52_Nariño,019_Albán,Centro poblado,115.0,115.0,115.0,0.0,115.0,112.0,3.0,115.0,97.0,18.0,115.0,2.0,113.0,0.0,115.0,54.0,61.0,115.0,1.0,114.0,0.0
52_Nariño,019_Albán,Rural disperso,1648.0,1648.0,1612.0,36.0,1648.0,1005.0,643.0,1648.0,221.0,1427.0,1648.0,5.0,1642.0,1.0,1648.0,55.0,1593.0,1648.0,1.0,1645.0,2.0
52_Nariño,022_Aldana,Total municipal,1876.0,1876.0,1849.0,27.0,1876.0,1550.0,326.0,1876.0,840.0,1036.0,1876.0,11.0,1862.0,3.0,1876.0,857.0,1019.0,1876.0,115.0,1758.0,3.0
52_Nariño,022_Aldana,Cabecera,405.0,405.0,405.0,0.0,405.0,399.0,6.0,405.0,398.0,7.0,405.0,7.0,398.0,0.0,405.0,401.0,4.0,405.0,87.0,318.0,0.0
52_Nariño,022_Aldana,Centro poblado,284.0,284.0,274.0,10.0,284.0,280.0,4.0,284.0,261.0,23.0,284.0,3.0,281.0,0.0,284.0,266.0,18.0,284.0,16.0,268.0,0.0
52_Nariño,022_Aldana,Rural disperso,1187.0,1187.0,1170.0,17.0,1187.0,871.0,316.0,1187.0,181.0,1006.0,1187.0,1.0,1183.0,3.0,1187.0,190.0,997.0,1187.0,12.0,1172.0,3.0
52_Nariño,036_Ancuya,Total municipal,2250.0,2250.0,2215.0,35.0,2250.0,2174.0,76.0,2250.0,691.0,1559.0,2250.0,10.0,2236.0,4.0,2250.0,655.0,1595.0,2250.0,76.0,2170.0,4.0
52_Nariño,036_Ancuya,Cabecera,657.0,657.0,651.0,6.0,657.0,654.0,3.0,657.0,622.0,35.0,657.0,7.0,647.0,3.0,657.0,625.0,32.0,657.0,70.0,584.0,3.0
52_Nariño,036_Ancuya,Centro poblado,47.0,47.0,45.0,2.0,47.0,47.0,0.0,47.0,46.0,1.0,47.0,0.0,47.0,0.0,47.0,0.0,47.0,47.0,0.0,47.0,0.0
52_Nariño,036_Ancuya,Rural disperso,1546.0,1546.0,1519.0,27.0,1546.0,1473.0,73.0,1546.0,23.0,1523.0,1546.0,3.0,1542.0,1.0,1546.0,30.0,1516.0,1546.0,6.0,1539.0,1.0
52_Nariño,051_Arboleda,Total municipal,2116.0,2116.0,2051.0,65.0,2116.0,1419.0,697.0,2116.0,520.0,1596.0,2116.0,14.0,2094.0,8.0,2116.0,758.0,1358.0,2116.0,55.0,2053.0,8.0
52_Nariño,051_Arboleda,Cabecera,337.0,337.0,331.0,6.0,337.0,308.0,29.0,337.0,288.0,49.0,337.0,8.0,322.0,7.0,337.0,309.0,28.0,337.0,40.0,290.0,7.0
52_Nariño,051_Arboleda,Centro poblado,146.0,146.0,145.0,1.0,146.0,136.0,10.0,146.0,105.0,41.0,146.0,1.0,145.0,0.0,146.0,112.0,34.0,146.0,3.0,143.0,0.0
52_Nariño,051_Arboleda,Rural disperso,1633.0,1633.0,1575.0,58.0,1633.0,975.0,658.0,1633.0,127.0,1506.0,1633.0,5.0,1627.0,1.0,1633.0,337.0,1296.0,1633.0,12.0,1620.0,1.0
52_Nariño,079_Barbacoas,Total municipal,9408.0,9408.0,5722.0,3686.0,9408.0,913.0,8495.0,9408.0,938.0,8470.0,9408.0,68.0,8849.0,491.0,9408.0,2457.0,6951.0,9408.0,139.0,8498.0,771.0
52_Nariño,079_Barbacoas,Cabecera,3233.0,3233.0,3008.0,225.0,3233.0,492.0,2741.0,3233.0,853.0,2380.0,3233.0,62.0,2944.0,227.0,3233.0,2272.0,961.0,3233.0,131.0,2712.0,390.0
52_Nariño,079_Barbacoas,Centro poblado,466.0,466.0,284.0,182.0,466.0,173.0,293.0,466.0,31.0,435.0,466.0,0.0,442.0,24.0,466.0,44.0,422.0,466.0,3.0,427.0,36.0
52_Nariño,079_Barbacoas,Rural disperso,5709.0,5709.0,2430.0,3279.0,5709.0,248.0,5461.0,5709.0,54.0,5655.0,5709.0,6.0,5463.0,240.0,5709.0,141.0,5568.0,5709.0,5.0,5359.0,345.0
52_Nariño,083_Belén,Total municipal,1548.0,1548.0,1542.0,6.0,1548.0,1412.0,136.0,1548.0,935.0,613.0,1548.0,24.0,1517.0,7.0,1548.0,946.0,602.0,1548.0,110.0,1431.0,7.0
52_Nariño,083_Belén,Cabecera,774.0,774.0,773.0,1.0,774.0,770.0,4.0,774.0,750.0,24.0,774.0,22.0,746.0,6.0,774.0,741.0,33.0,774.0,98.0,670.0,6.0
52_Nariño,083_Belén,Centro poblado,94.0,94.0,94.0,0.0,94.0,94.0,0.0,94.0,94.0,0.0,94.0,0.0,93.0,1.0,94.0,88.0,6.0,94.0,8.0,85.0,1.0
52_Nariño,083_Belén,Rural disperso,680.0,680.0,675.0,5.0,680.0,548.0,132.0,680.0,91.0,589.0,680.0,2.0,678.0,0.0,680.0,117.0,563.0,680.0,4.0,676.0,0.0
52_Nariño,110_Buesaco,Total municipal,6398.0,6398.0,6281.0,117.0,6398.0,4353.0,2045.0,6398.0,2640.0,3758.0,6398.0,155.0,6180.0,63.0,6398.0,2586.0,3812.0,6398.0,262.0,6072.0,64.0
52_Nariño,110_Buesaco,Cabecera,1786.0,1786.0,1774.0,12.0,1786.0,1767.0,19.0,1786.0,1666.0,120.0,1786.0,104.0,1630.0,52.0,1786.0,1694.0,92.0,1786.0,197.0,1537.0,52.0
52_Nariño,110_Buesaco,Centro poblado,932.0,932.0,915.0,17.0,932.0,851.0,81.0,932.0,759.0,173.0,932.0,48.0,882.0,2.0,932.0,573.0,359.0,932.0,40.0,890.0,2.0
52_Nariño,110_Buesaco,Rural disperso,3680.0,3680.0,3592.0,88.0,3680.0,1735.0,1945.0,3680.0,215.0,3465.0,3680.0,3.0,3668.0,9.0,3680.0,319.0,3361.0,3680.0,25.0,3645.0,10.0
52_Nariño,203_Colón,Total municipal,2589.0,2589.0,2554.0,35.0,2589.0,1988.0,601.0,2589.0,721.0,1868.0,2589.0,11.0,2572.0,6.0,2589.0,601.0,1988.0,2589.0,69.0,2514.0,6.0
52_Nariño,203_Colón,Cabecera,342.0,342.0,340.0,2.0,342.0,339.0,3.0,342.0,327.0,15.0,342.0,5.0,332.0,5.0,342.0,329.0,13.0,342.0,51.0,286.0,5.0
52_Nariño,203_Colón,Centro poblado,282.0,282.0,280.0,2.0,282.0,271.0,11.0,282.0,251.0,31.0,282.0,2.0,280.0,0.0,282.0,166.0,116.0,282.0,10.0,272.0,0.0
52_Nariño,203_Colón,Rural disperso,1965.0,1965.0,1934.0,31.0,1965.0,1378.0,587.0,1965.0,143.0,1822.0,1965.0,4.0,1960.0,1.0,1965.0,106.0,1859.0,1965.0,8.0,1956.0,1.0
52_Nariño,207_Consacá,Total municipal,3171.0,3171.0,3124.0,47.0,3171.0,2953.0,218.0,3171.0,1165.0,2006.0,3171.0,43.0,3091.0,37.0,3171.0,953.0,2218.0,3171.0,116.0,3018.0,37.0
52_Nariño,207_Consacá,Cabecera,609.0,609.0,606.0,3.0,609.0,602.0,7.0,609.0,590.0,19.0,609.0,34.0,543.0,32.0,609.0,588.0,21.0,609.0,86.0,491.0,32.0
52_Nariño,207_Consacá,Centro poblado,576.0,576.0,567.0,9.0,576.0,563.0,13.0,576.0,391.0,185.0,576.0,2.0,573.0,1.0,576.0,315.0,261.0,576.0,10.0,565.0,1.0
52_Nariño,207_Consacá,Rural disperso,1986.0,1986.0,1951.0,35.0,1986.0,1788.0,198.0,1986.0,184.0,1802.0,1986.0,7.0,1975.0,4.0,1986.0,50.0,1936.0,1986.0,20.0,1962.0,4.0
52_Nariño,210_Contadero,Total municipal,1821.0,1821.0,1774.0,47.0,1821.0,1609.0,212.0,1821.0,413.0,1408.0,1821.0,5.0,1815.0,1.0,1821.0,345.0,1476.0,1821.0,40.0,1780.0,1.0
52_Nariño,210_Contadero,Cabecera,366.0,366.0,361.0,5.0,366.0,361.0,5.0,366.0,327.0,39.0,366.0,4.0,362.0,0.0,366.0,334.0,32.0,366.0,35.0,331.0,0.0
52_Nariño,210_Contadero,Centro poblado,98.0,98.0,93.0,5.0,98.0,82.0,16.0,98.0,37.0,61.0,98.0,0.0,98.0,0.0,98.0,0.0,98.0,98.0,1.0,97.0,0.0
52_Nariño,210_Contadero,Rural disperso,1357.0,1357.0,1320.0,37.0,1357.0,1166.0,191.0,1357.0,49.0,1308.0,1357.0,1.0,1355.0,1.0,1357.0,11.0,1346.0,1357.0,4.0,1352.0,1.0
52_Nariño,215_Córdoba,Total municipal,4540.0,4540.0,4380.0,160.0,4540.0,4073.0,467.0,4540.0,1059.0,3481.0,4540.0,14.0,4518.0,8.0,4540.0,1047.0,3493.0,4540.0,155.0,4377.0,8.0
52_Nariño,215_Córdoba,Cabecera,998.0,998.0,994.0,4.0,998.0,985.0,13.0,998.0,951.0,47.0,998.0,12.0,984.0,2.0,998.0,952.0,46.0,998.0,144.0,852.0,2.0
52_Nariño,215_Córdoba,Centro poblado,273.0,273.0,273.0,0.0,273.0,260.0,13.0,273.0,46.0,227.0,273.0,0.0,272.0,1.0,273.0,46.0,227.0,273.0,3.0,269.0,1.0
52_Nariño,215_Córdoba,Rural disperso,3269.0,3269.0,3113.0,156.0,3269.0,2828.0,441.0,3269.0,62.0,3207.0,3269.0,2.0,3262.0,5.0,3269.0,49.0,3220.0,3269.0,8.0,3256.0,5.0
52_Nariño,224_Cuaspud Carlosama,Total municipal,2350.0,2350.0,2267.0,83.0,2350.0,1164.0,1186.0,2350.0,667.0,1683.0,2350.0,14.0,2334.0,2.0,2350.0,656.0,1694.0,2350.0,98.0,2250.0,2.0
52_Nariño,224_Cuaspud Carlosama,Cabecera,699.0,699.0,697.0,2.0,699.0,672.0,27.0,699.0,651.0,48.0,699.0,13.0,684.0,2.0,699.0,654.0,45.0,699.0,96.0,601.0,2.0
52_Nariño,224_Cuaspud Carlosama,Rural disperso,1651.0,1651.0,1570.0,81.0,1651.0,492.0,1159.0,1651.0,16.0,1635.0,1651.0,1.0,1650.0,0.0,1651.0,2.0,1649.0,1651.0,2.0,1649.0,0.0
52_Nariño,227_Cumbal,Total municipal,9916.0,9916.0,9011.0,905.0,9916.0,8439.0,1477.0,9916.0,3915.0,6001.0,9916.0,48.0,9857.0,11.0,9916.0,4023.0,5893.0,9916.0,265.0,9639.0,12.0
52_Nariño,227_Cumbal,Cabecera,2056.0,2056.0,2039.0,17.0,2056.0,2038.0,18.0,2056.0,1978.0,78.0,2056.0,27.0,2025.0,4.0,2056.0,1907.0,149.0,2056.0,137.0,1915.0,4.0
52_Nariño,227_Cumbal,Centro poblado,1184.0,1184.0,1080.0,104.0,1184.0,1170.0,14.0,1184.0,965.0,219.0,1184.0,10.0,1173.0,1.0,1184.0,1105.0,79.0,1184.0,67.0,1116.0,1.0
52_Nariño,227_Cumbal,Rural disperso,6676.0,6676.0,5892.0,784.0,6676.0,5231.0,1445.0,6676.0,972.0,5704.0,6676.0,11.0,6659.0,6.0,6676.0,1011.0,5665.0,6676.0,61.0,6608.0,7.0
52_Nariño,233_Cumbitara,Total municipal,1648.0,1648.0,1563.0,85.0,1648.0,1381.0,267.0,1648.0,846.0,802.0,1648.0,11.0,1629.0,8.0,1648.0,877.0,771.0,1648.0,61.0,1579.0,8.0
52_Nariño,233_Cumbitara,Cabecera,461.0,461.0,460.0,1.0,461.0,456.0,5.0,461.0,433.0,28.0,461.0,8.0,448.0,5.0,461.0,443.0,18.0,461.0,40.0,416.0,5.0
52_Nariño,233_Cumbitara,Centro poblado,419.0,419.0,414.0,5.0,419.0,412.0,7.0,419.0,342.0,77.0,419.0,2.0,416.0,1.0,419.0,348.0,71.0,419.0,15.0,403.0,1.0
52_Nariño,233_Cumbitara,Rural disperso,768.0,768.0,689.0,79.0,768.0,513.0,255.0,768.0,71.0,697.0,768.0,1.0,765.0,2.0,768.0,86.0,682.0,768.0,6.0,760.0,2.0
52_Nariño,240_Chachagüí,Total municipal,3732.0,3732.0,3626.0,106.0,3732.0,3362.0,370.0,3732.0,1694.0,2038.0,3732.0,41.0,3669.0,22.0,3732.0,3033.0,699.0,3732.0,286.0,3424.0,22.0
52_Nariño,240_Chachagüí,Cabecera,1265.0,1265.0,1247.0,18.0,1265.0,1253.0,12.0,1265.0,1206.0,59.0,1265.0,18.0,1234.0,13.0,1265.0,1247.0,18.0,1265.0,165.0,1087.0,13.0
52_Nariño,240_Chachagüí,Centro poblado,591.0,591.0,582.0,9.0,591.0,575.0,16.0,591.0,332.0,259.0,591.0,15.0,571.0,5.0,591.0,590.0,1.0,591.0,48.0,538.0,5.0
52_Nariño,240_Chachagüí,Rural disperso,1876.0,1876.0,1797.0,79.0,1876.0,1534.0,342.0,1876.0,156.0,1720.0,1876.0,8.0,1864.0,4.0,1876.0,1196.0,680.0,1876.0,73.0,1799.0,4.0
52_Nariño,250_El Charco,Total municipal,5483.0,5483.0,3056.0,2427.0,5483.0,856.0,4627.0,5483.0,147.0,5336.0,5483.0,30.0,5227.0,226.0,5483.0,947.0,4536.0,5483.0,130.0,5023.0,330.0
52_Nariño,250_El Charco,Cabecera,1789.0,1789.0,1773.0,16.0,1789.0,828.0,961.0,1789.0,129.0,1660.0,1789.0,25.0,1763.0,1.0,1789.0,688.0,1101.0,1789.0,122.0,1666.0,1.0
52_Nariño,250_El Charco,Centro poblado,273.0,273.0,161.0,112.0,273.0,5.0,268.0,273.0,1.0,272.0,273.0,1.0,264.0,8.0,273.0,103.0,170.0,273.0,2.0,252.0,19.0
52_Nariño,250_El Charco,Rural disperso,3421.0,3421.0,1122.0,2299.0,3421.0,23.0,3398.0,3421.0,17.0,3404.0,3421.0,4.0,3200.0,217.0,3421.0,156.0,3265.0,3421.0,6.0,3105.0,310.0
52_Nariño,254_El Peñol,Total municipal,1993.0,1993.0,1931.0,62.0,1993.0,1239.0,754.0,1993.0,519.0,1474.0,1993.0,5.0,1962.0,26.0,1993.0,1111.0,882.0,1993.0,41.0,1926.0,26.0
