Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso)",Perosnas en hogares particulares,Sin servicio de energía eléctrica,No tiene,Estrato 1,Estrato 2,Estrato 3,Estrato 4,Estrato 5,Estrato 6,No sabe o no responde
25_Cundinamarca,25793_Tausa,Rural disperso,5071.0,98.0,8.0,2234.0,2609.0,108.0,2.0,0.0,7.0,5.0
25_Cundinamarca,25797_Tena,Total,8062.0,187.0,59.0,675.0,6932.0,190.0,5.0,3.0,0.0,11.0
25_Cundinamarca,25797_Tena,Cabecera,563.0,14.0,2.0,8.0,527.0,12.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25797_Tena,Centro poblado,1426.0,6.0,8.0,27.0,1327.0,49.0,1.0,3.0,0.0,5.0
25_Cundinamarca,25797_Tena,Rural disperso,6073.0,167.0,49.0,640.0,5078.0,129.0,4.0,0.0,0.0,6.0
25_Cundinamarca,25799_Tenjo,Total,20368.0,125.0,104.0,1033.0,13418.0,4830.0,546.0,186.0,41.0,85.0
25_Cundinamarca,25799_Tenjo,Cabecera,8542.0,42.0,13.0,297.0,5181.0,2837.0,117.0,5.0,4.0,46.0
25_Cundinamarca,25799_Tenjo,Centro poblado,2698.0,0.0,15.0,183.0,2167.0,294.0,34.0,2.0,0.0,3.0
25_Cundinamarca,25799_Tenjo,Rural disperso,9128.0,83.0,76.0,553.0,6070.0,1699.0,395.0,179.0,37.0,36.0
25_Cundinamarca,25805_Tibacuy,Total,3943.0,145.0,19.0,699.0,3036.0,25.0,13.0,2.0,0.0,4.0
25_Cundinamarca,25805_Tibacuy,Cabecera,529.0,6.0,1.0,69.0,437.0,8.0,4.0,0.0,0.0,4.0
25_Cundinamarca,25805_Tibacuy,Centro poblado,597.0,11.0,0.0,78.0,497.0,6.0,4.0,1.0,0.0,0.0
25_Cundinamarca,25805_Tibacuy,Rural disperso,2817.0,128.0,18.0,552.0,2102.0,11.0,5.0,1.0,0.0,0.0
25_Cundinamarca,25807_Tibirita,Total,2435.0,138.0,28.0,746.0,1432.0,91.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25807_Tibirita,Cabecera,476.0,2.0,0.0,30.0,393.0,51.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25807_Tibirita,Rural disperso,1959.0,136.0,28.0,716.0,1039.0,40.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25815_Tocaima,Total,13445.0,270.0,43.0,6481.0,5072.0,1533.0,10.0,6.0,4.0,26.0
25_Cundinamarca,25815_Tocaima,Cabecera,8526.0,42.0,26.0,2986.0,4086.0,1361.0,6.0,0.0,4.0,15.0
25_Cundinamarca,25815_Tocaima,Centro poblado,1043.0,46.0,0.0,645.0,315.0,35.0,2.0,0.0,0.0,0.0
25_Cundinamarca,25815_Tocaima,Rural disperso,3876.0,182.0,17.0,2850.0,671.0,137.0,2.0,6.0,0.0,11.0
25_Cundinamarca,25817_Tocancipá,Total,39357.0,112.0,98.0,721.0,26353.0,8425.0,3441.0,43.0,34.0,130.0
25_Cundinamarca,25817_Tocancipá,Cabecera,15275.0,38.0,45.0,86.0,10213.0,4216.0,630.0,11.0,0.0,36.0
25_Cundinamarca,25817_Tocancipá,Centro poblado,18103.0,9.0,9.0,215.0,11822.0,3269.0,2700.0,12.0,0.0,67.0
25_Cundinamarca,25817_Tocancipá,Rural disperso,5979.0,65.0,44.0,420.0,4318.0,940.0,111.0,20.0,34.0,27.0
25_Cundinamarca,25823_Topaipí,Total,3523.0,603.0,44.0,1185.0,1673.0,8.0,2.0,0.0,0.0,8.0
25_Cundinamarca,25823_Topaipí,Cabecera,624.0,26.0,9.0,284.0,295.0,6.0,1.0,0.0,0.0,3.0
25_Cundinamarca,25823_Topaipí,Centro poblado,237.0,12.0,3.0,119.0,103.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25823_Topaipí,Rural disperso,2662.0,565.0,32.0,782.0,1275.0,2.0,1.0,0.0,0.0,5.0
25_Cundinamarca,25839_Ubalá,Total,7202.0,1224.0,619.0,2831.0,2449.0,47.0,2.0,0.0,0.0,30.0
25_Cundinamarca,25839_Ubalá,Cabecera,1026.0,29.0,14.0,128.0,829.0,24.0,0.0,0.0,0.0,2.0
25_Cundinamarca,25839_Ubalá,Centro poblado,1018.0,174.0,130.0,470.0,229.0,2.0,2.0,0.0,0.0,11.0
25_Cundinamarca,25839_Ubalá,Rural disperso,5158.0,1021.0,475.0,2233.0,1391.0,21.0,0.0,0.0,0.0,17.0
25_Cundinamarca,25841_Ubaque,Total,6390.0,444.0,13.0,3224.0,2597.0,107.0,0.0,0.0,0.0,5.0
25_Cundinamarca,25841_Ubaque,Cabecera,1022.0,5.0,0.0,194.0,764.0,58.0,0.0,0.0,0.0,1.0
25_Cundinamarca,25841_Ubaque,Rural disperso,5368.0,439.0,13.0,3030.0,1833.0,49.0,0.0,0.0,0.0,4.0
25_Cundinamarca,25843_Villa De San Diego De Ubaté,Total,39717.0,135.0,76.0,5426.0,28132.0,5658.0,204.0,20.0,0.0,66.0
25_Cundinamarca,25843_Villa De San Diego De Ubaté,Cabecera,29696.0,74.0,40.0,2096.0,21678.0,5527.0,204.0,19.0,0.0,58.0
25_Cundinamarca,25843_Villa De San Diego De Ubaté,Centro poblado,2475.0,20.0,16.0,473.0,1914.0,52.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25843_Villa De San Diego De Ubaté,Rural disperso,7546.0,41.0,20.0,2857.0,4540.0,79.0,0.0,1.0,0.0,8.0
25_Cundinamarca,25845_Une,Total,6901.0,132.0,33.0,499.0,5964.0,260.0,3.0,0.0,0.0,10.0
25_Cundinamarca,25845_Une,Cabecera,3615.0,14.0,21.0,208.0,3112.0,255.0,3.0,0.0,0.0,2.0
25_Cundinamarca,25845_Une,Centro poblado,110.0,0.0,2.0,3.0,101.0,3.0,0.0,0.0,0.0,1.0
25_Cundinamarca,25845_Une,Rural disperso,3176.0,118.0,10.0,288.0,2751.0,2.0,0.0,0.0,0.0,7.0
25_Cundinamarca,25851_Útica,Total,4019.0,199.0,27.0,1825.0,1936.0,28.0,0.0,0.0,0.0,4.0
25_Cundinamarca,25851_Útica,Cabecera,2324.0,51.0,11.0,1304.0,928.0,26.0,0.0,0.0,0.0,4.0
25_Cundinamarca,25851_Útica,Rural disperso,1695.0,148.0,16.0,521.0,1008.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25862_Vergara,Total,6036.0,595.0,31.0,3134.0,2247.0,11.0,3.0,2.0,0.0,13.0
25_Cundinamarca,25862_Vergara,Cabecera,1102.0,13.0,2.0,351.0,713.0,10.0,3.0,2.0,0.0,8.0
25_Cundinamarca,25862_Vergara,Centro poblado,195.0,4.0,0.0,71.0,120.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25862_Vergara,Rural disperso,4739.0,578.0,29.0,2712.0,1414.0,1.0,0.0,0.0,0.0,5.0
25_Cundinamarca,25867_Vianí,Total,3806.0,126.0,7.0,1627.0,2021.0,14.0,3.0,0.0,0.0,8.0
25_Cundinamarca,25867_Vianí,Cabecera,1423.0,19.0,4.0,361.0,1018.0,14.0,3.0,0.0,0.0,4.0
25_Cundinamarca,25867_Vianí,Centro poblado,26.0,0.0,0.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25867_Vianí,Rural disperso,2357.0,107.0,3.0,1254.0,989.0,0.0,0.0,0.0,0.0,4.0
25_Cundinamarca,25871_Villagómez,Total,1695.0,237.0,4.0,599.0,799.0,2.0,5.0,0.0,0.0,49.0
25_Cundinamarca,25871_Villagómez,Cabecera,585.0,12.0,4.0,179.0,377.0,2.0,0.0,0.0,0.0,11.0
25_Cundinamarca,25871_Villagómez,Rural disperso,1110.0,225.0,0.0,420.0,422.0,0.0,5.0,0.0,0.0,38.0
25_Cundinamarca,25873_Villapinzón,Total,15814.0,388.0,84.0,618.0,13657.0,1030.0,11.0,13.0,4.0,9.0
25_Cundinamarca,25873_Villapinzón,Cabecera,6348.0,48.0,50.0,251.0,4954.0,1018.0,9.0,8.0,4.0,6.0
25_Cundinamarca,25873_Villapinzón,Centro poblado,122.0,3.0,0.0,7.0,112.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25873_Villapinzón,Rural disperso,9344.0,337.0,34.0,360.0,8591.0,12.0,2.0,5.0,0.0,3.0
25_Cundinamarca,25875_Villeta,Total,25669.0,337.0,59.0,6814.0,15026.0,3214.0,135.0,22.0,0.0,62.0
25_Cundinamarca,25875_Villeta,Cabecera,17577.0,84.0,27.0,4145.0,10391.0,2804.0,67.0,3.0,0.0,56.0
25_Cundinamarca,25875_Villeta,Centro poblado,743.0,4.0,2.0,280.0,454.0,3.0,0.0,0.0,0.0,0.0
25_Cundinamarca,25875_Villeta,Rural disperso,7349.0,249.0,30.0,2389.0,4181.0,407.0,68.0,19.0,0.0,6.0
25_Cundinamarca,25878_Viotá,Total,12538.0,755.0,168.0,2056.0,9460.0,70.0,9.0,0.0,0.0,20.0
25_Cundinamarca,25878_Viotá,Cabecera,4236.0,44.0,39.0,481.0,3612.0,51.0,0.0,0.0,0.0,9.0
25_Cundinamarca,25878_Viotá,Centro poblado,478.0,8.0,18.0,73.0,365.0,13.0,0.0,0.0,0.0,1.0
25_Cundinamarca,25878_Viotá,Rural disperso,7824.0,703.0,111.0,1502.0,5483.0,6.0,9.0,0.0,0.0,10.0
25_Cundinamarca,25885_Yacopí,Total,10887.0,1131.0,231.0,6438.0,3023.0,50.0,0.0,0.0,0.0,14.0
25_Cundinamarca,25885_Yacopí,Cabecera,2597.0,63.0,73.0,689.0,1739.0,29.0,0.0,0.0,0.0,4.0
25_Cundinamarca,25885_Yacopí,Centro poblado,879.0,46.0,7.0,551.0,261.0,5.0,0.0,0.0,0.0,9.0
25_Cundinamarca,25885_Yacopí,Rural disperso,7411.0,1022.0,151.0,5198.0,1023.0,16.0,0.0,0.0,0.0,1.0
25_Cundinamarca,25898_Zipacón,Total,4211.0,150.0,11.0,802.0,2908.0,310.0,20.0,6.0,0.0,4.0
25_Cundinamarca,25898_Zipacón,Cabecera,1193.0,40.0,0.0,173.0,829.0,147.0,4.0,0.0,0.0,0.0
25_Cundinamarca,25898_Zipacón,Centro poblado,760.0,3.0,7.0,98.0,606.0,43.0,3.0,0.0,0.0,0.0
25_Cundinamarca,25898_Zipacón,Rural disperso,2258.0,107.0,4.0,531.0,1473.0,120.0,13.0,6.0,0.0,4.0
25_Cundinamarca,25899_Zipaquirá,Total,128968.0,194.0,208.0,27905.0,63419.0,29227.0,7749.0,46.0,20.0,200.0
25_Cundinamarca,25899_Zipaquirá,Cabecera,105430.0,111.0,46.0,16678.0,52397.0,28799.0,7179.0,40.0,20.0,160.0
25_Cundinamarca,25899_Zipaquirá,Centro poblado,16893.0,26.0,79.0,10048.0,5826.0,312.0,567.0,6.0,0.0,29.0
25_Cundinamarca,25899_Zipaquirá,Rural disperso,6645.0,57.0,83.0,1179.0,5196.0,116.0,3.0,0.0,0.0,11.0
27_Chocó,27001_Quibdó,Total,119481.0,7226.0,700.0,102178.0,5848.0,3202.0,55.0,8.0,12.0,252.0
27_Chocó,27001_Quibdó,Cabecera,107252.0,1167.0,493.0,96387.0,5723.0,3189.0,50.0,8.0,12.0,223.0
27_Chocó,27001_Quibdó,Centro poblado,3018.0,1621.0,103.0,1236.0,50.0,2.0,5.0,0.0,0.0,1.0
27_Chocó,27001_Quibdó,Rural disperso,9211.0,4438.0,104.0,4555.0,75.0,11.0,0.0,0.0,0.0,28.0
27_Chocó,27006_Acandí,Total,12095.0,2275.0,10.0,9554.0,220.0,22.0,0.0,0.0,0.0,14.0
27_Chocó,27006_Acandí,Cabecera,6513.0,147.0,2.0,6193.0,155.0,5.0,0.0,0.0,0.0,11.0
27_Chocó,27006_Acandí,Centro poblado,2188.0,134.0,8.0,1974.0,55.0,14.0,0.0,0.0,0.0,3.0
27_Chocó,27006_Acandí,Rural disperso,3394.0,1994.0,0.0,1387.0,10.0,3.0,0.0,0.0,0.0,0.0
27_Chocó,27025_Alto Baudó,Total,23954.0,17913.0,176.0,5814.0,43.0,8.0,0.0,0.0,0.0,0.0
27_Chocó,27025_Alto Baudó,Cabecera,2958.0,1061.0,153.0,1724.0,13.0,7.0,0.0,0.0,0.0,0.0
27_Chocó,27025_Alto Baudó,Centro poblado,1186.0,876.0,0.0,307.0,3.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27025_Alto Baudó,Rural disperso,19810.0,15976.0,23.0,3783.0,27.0,1.0,0.0,0.0,0.0,0.0
27_Chocó,27050_Atrato,Total,5494.0,149.0,33.0,5259.0,27.0,9.0,7.0,0.0,3.0,7.0
27_Chocó,27050_Atrato,Cabecera,2532.0,52.0,19.0,2422.0,23.0,9.0,1.0,0.0,3.0,3.0
27_Chocó,27050_Atrato,Centro poblado,2701.0,95.0,7.0,2595.0,4.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27050_Atrato,Rural disperso,261.0,2.0,7.0,242.0,0.0,0.0,6.0,0.0,0.0,4.0
27_Chocó,27073_Bagadó,Total,10553.0,6163.0,1822.0,2544.0,13.0,0.0,0.0,1.0,1.0,9.0
27_Chocó,27073_Bagadó,Cabecera,2539.0,111.0,26.0,2381.0,10.0,0.0,0.0,1.0,1.0,9.0
27_Chocó,27073_Bagadó,Centro poblado,589.0,15.0,545.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27073_Bagadó,Rural disperso,7425.0,6037.0,1251.0,135.0,2.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27075_Bahía Solano,Total,9135.0,246.0,94.0,8648.0,103.0,21.0,0.0,0.0,0.0,23.0
27_Chocó,27075_Bahía Solano,Cabecera,5710.0,192.0,63.0,5344.0,77.0,20.0,0.0,0.0,0.0,14.0
27_Chocó,27075_Bahía Solano,Centro poblado,2793.0,36.0,16.0,2722.0,11.0,1.0,0.0,0.0,0.0,7.0
27_Chocó,27075_Bahía Solano,Rural disperso,632.0,18.0,15.0,582.0,15.0,0.0,0.0,0.0,0.0,2.0
27_Chocó,27077_Bajo Baudó,Total,18451.0,6729.0,256.0,6609.0,45.0,9.0,0.0,0.0,0.0,4803.0
27_Chocó,27077_Bajo Baudó,Cabecera,3819.0,116.0,36.0,3603.0,34.0,9.0,0.0,0.0,0.0,21.0
27_Chocó,27077_Bajo Baudó,Centro poblado,3078.0,452.0,136.0,175.0,0.0,0.0,0.0,0.0,0.0,2315.0
27_Chocó,27077_Bajo Baudó,Rural disperso,11554.0,6161.0,84.0,2831.0,11.0,0.0,0.0,0.0,0.0,2467.0
27_Chocó,27099_Bojayá,Total,11930.0,8808.0,44.0,2988.0,46.0,43.0,0.0,0.0,0.0,1.0
27_Chocó,27099_Bojayá,Cabecera,1085.0,32.0,32.0,976.0,13.0,32.0,0.0,0.0,0.0,0.0
27_Chocó,27099_Bojayá,Centro poblado,4447.0,2543.0,12.0,1874.0,12.0,5.0,0.0,0.0,0.0,1.0
27_Chocó,27099_Bojayá,Rural disperso,6398.0,6233.0,0.0,138.0,21.0,6.0,0.0,0.0,0.0,0.0
27_Chocó,27135_El Cantón Del San Pablo,Total,5660.0,391.0,15.0,5243.0,8.0,0.0,1.0,0.0,0.0,2.0
27_Chocó,27135_El Cantón Del San Pablo,Cabecera,2596.0,26.0,3.0,2562.0,2.0,0.0,1.0,0.0,0.0,2.0
27_Chocó,27135_El Cantón Del San Pablo,Centro poblado,2399.0,82.0,5.0,2308.0,4.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27135_El Cantón Del San Pablo,Rural disperso,665.0,283.0,7.0,373.0,2.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27150_Carmen Del Darién,Total,13111.0,5625.0,88.0,6962.0,378.0,51.0,5.0,1.0,0.0,1.0
27_Chocó,27150_Carmen Del Darién,Cabecera,1786.0,128.0,34.0,1578.0,37.0,7.0,0.0,1.0,0.0,1.0
27_Chocó,27150_Carmen Del Darién,Centro poblado,1167.0,58.0,24.0,981.0,99.0,0.0,5.0,0.0,0.0,0.0
27_Chocó,27150_Carmen Del Darién,Rural disperso,10158.0,5439.0,30.0,4403.0,242.0,44.0,0.0,0.0,0.0,0.0
27_Chocó,27160_Cértegui,Total,4683.0,1088.0,20.0,3509.0,18.0,44.0,0.0,0.0,0.0,4.0
27_Chocó,27160_Cértegui,Cabecera,2945.0,15.0,14.0,2897.0,13.0,6.0,0.0,0.0,0.0,0.0
27_Chocó,27160_Cértegui,Centro poblado,239.0,71.0,6.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27160_Cértegui,Rural disperso,1499.0,1002.0,0.0,450.0,5.0,38.0,0.0,0.0,0.0,4.0
27_Chocó,27205_Condoto,Total,12232.0,861.0,208.0,10610.0,472.0,75.0,3.0,0.0,0.0,3.0
27_Chocó,27205_Condoto,Cabecera,9515.0,104.0,99.0,8823.0,422.0,61.0,3.0,0.0,0.0,3.0
27_Chocó,27205_Condoto,Centro poblado,1677.0,39.0,109.0,1469.0,46.0,14.0,0.0,0.0,0.0,0.0
27_Chocó,27205_Condoto,Rural disperso,1040.0,718.0,0.0,318.0,4.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27245_El Carmen De Atrato,Total,7898.0,731.0,21.0,4092.0,2806.0,228.0,6.0,1.0,0.0,13.0
27_Chocó,27245_El Carmen De Atrato,Cabecera,2503.0,9.0,1.0,369.0,1899.0,218.0,6.0,1.0,0.0,0.0
27_Chocó,27245_El Carmen De Atrato,Centro poblado,1210.0,79.0,5.0,810.0,316.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27245_El Carmen De Atrato,Rural disperso,4185.0,643.0,15.0,2913.0,591.0,10.0,0.0,0.0,0.0,13.0
27_Chocó,27250_El Litoral Del San Juan,Total,11579.0,8675.0,132.0,2666.0,81.0,13.0,0.0,0.0,0.0,12.0
27_Chocó,27250_El Litoral Del San Juan,Cabecera,1404.0,145.0,32.0,1142.0,69.0,11.0,0.0,0.0,0.0,5.0
27_Chocó,27250_El Litoral Del San Juan,Centro poblado,2417.0,1732.0,20.0,663.0,0.0,2.0,0.0,0.0,0.0,0.0
27_Chocó,27250_El Litoral Del San Juan,Rural disperso,7758.0,6798.0,80.0,861.0,12.0,0.0,0.0,0.0,0.0,7.0
27_Chocó,27361_Istmina,Total,27349.0,2925.0,253.0,23075.0,949.0,105.0,10.0,0.0,1.0,31.0
27_Chocó,27361_Istmina,Cabecera,20768.0,339.0,231.0,19158.0,906.0,105.0,10.0,0.0,1.0,18.0
27_Chocó,27361_Istmina,Centro poblado,814.0,52.0,0.0,762.0,0.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27361_Istmina,Rural disperso,5767.0,2534.0,22.0,3155.0,43.0,0.0,0.0,0.0,0.0,13.0
27_Chocó,27372_Juradó,Total,4108.0,1981.0,2.0,2096.0,10.0,19.0,0.0,0.0,0.0,0.0
27_Chocó,27372_Juradó,Cabecera,1652.0,157.0,1.0,1469.0,6.0,19.0,0.0,0.0,0.0,0.0
27_Chocó,27372_Juradó,Centro poblado,533.0,14.0,1.0,514.0,4.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27372_Juradó,Rural disperso,1923.0,1810.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27413_Lloró,Total,8928.0,4348.0,291.0,4255.0,19.0,15.0,0.0,0.0,0.0,0.0
27_Chocó,27413_Lloró,Cabecera,3280.0,764.0,7.0,2477.0,17.0,15.0,0.0,0.0,0.0,0.0
27_Chocó,27413_Lloró,Centro poblado,1835.0,490.0,36.0,1307.0,2.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27413_Lloró,Rural disperso,3813.0,3094.0,248.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27425_Medio Atrato,Total,10140.0,9259.0,10.0,826.0,35.0,2.0,3.0,0.0,4.0,1.0
27_Chocó,27425_Medio Atrato,Cabecera,898.0,125.0,9.0,736.0,28.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27425_Medio Atrato,Centro poblado,2203.0,2198.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27425_Medio Atrato,Rural disperso,7039.0,6936.0,1.0,85.0,7.0,2.0,3.0,0.0,4.0,1.0
27_Chocó,27430_Medio Baudó,Total,13423.0,4701.0,318.0,8346.0,32.0,1.0,1.0,0.0,0.0,24.0
27_Chocó,27430_Medio Baudó,Cabecera,1646.0,8.0,26.0,1594.0,15.0,0.0,0.0,0.0,0.0,3.0
27_Chocó,27430_Medio Baudó,Centro poblado,5944.0,2360.0,196.0,3369.0,17.0,0.0,0.0,0.0,0.0,2.0
27_Chocó,27430_Medio Baudó,Rural disperso,5833.0,2333.0,96.0,3383.0,0.0,1.0,1.0,0.0,0.0,19.0
27_Chocó,27450_Medio San Juan,Total,9051.0,2578.0,24.0,6384.0,50.0,6.0,5.0,0.0,0.0,4.0
27_Chocó,27450_Medio San Juan,Cabecera,2547.0,31.0,12.0,2481.0,18.0,1.0,0.0,0.0,0.0,4.0
27_Chocó,27450_Medio San Juan,Centro poblado,79.0,5.0,0.0,65.0,4.0,5.0,0.0,0.0,0.0,0.0
27_Chocó,27450_Medio San Juan,Rural disperso,6425.0,2542.0,12.0,3838.0,28.0,0.0,5.0,0.0,0.0,0.0
27_Chocó,27491_Nóvita,Total,8164.0,2591.0,55.0,5423.0,21.0,20.0,0.0,0.0,0.0,54.0
27_Chocó,27491_Nóvita,Cabecera,3343.0,25.0,27.0,3244.0,13.0,20.0,0.0,0.0,0.0,14.0
27_Chocó,27491_Nóvita,Centro poblado,1448.0,351.0,10.0,1054.0,5.0,0.0,0.0,0.0,0.0,28.0
27_Chocó,27491_Nóvita,Rural disperso,3373.0,2215.0,18.0,1125.0,3.0,0.0,0.0,0.0,0.0,12.0
27_Chocó,27495_Nuquí,Total,3456.0,548.0,43.0,2665.0,12.0,2.0,6.0,0.0,0.0,180.0
27_Chocó,27495_Nuquí,Cabecera,1008.0,38.0,0.0,947.0,11.0,2.0,6.0,0.0,0.0,4.0
27_Chocó,27495_Nuquí,Centro poblado,692.0,52.0,0.0,512.0,0.0,0.0,0.0,0.0,0.0,128.0
27_Chocó,27495_Nuquí,Rural disperso,1756.0,458.0,43.0,1206.0,1.0,0.0,0.0,0.0,0.0,48.0
27_Chocó,27580_Río Iró,Total,4525.0,620.0,150.0,3734.0,15.0,0.0,0.0,0.0,0.0,6.0
27_Chocó,27580_Río Iró,Cabecera,1518.0,21.0,0.0,1487.0,8.0,0.0,0.0,0.0,0.0,2.0
27_Chocó,27580_Río Iró,Centro poblado,1435.0,59.0,0.0,1373.0,3.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27580_Río Iró,Rural disperso,1572.0,540.0,150.0,874.0,4.0,0.0,0.0,0.0,0.0,4.0
27_Chocó,27600_Río Quito,Total,7974.0,1176.0,12.0,6756.0,25.0,3.0,0.0,0.0,0.0,2.0
27_Chocó,27600_Río Quito,Cabecera,2193.0,3.0,11.0,2164.0,12.0,1.0,0.0,0.0,0.0,2.0
27_Chocó,27600_Río Quito,Centro poblado,3873.0,163.0,0.0,3698.0,10.0,2.0,0.0,0.0,0.0,0.0
27_Chocó,27600_Río Quito,Rural disperso,1908.0,1010.0,1.0,894.0,3.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27615_Riosucio,Total,47901.0,15272.0,380.0,31886.0,309.0,11.0,4.0,0.0,0.0,39.0
27_Chocó,27615_Riosucio,Cabecera,12767.0,922.0,94.0,11629.0,96.0,5.0,0.0,0.0,0.0,21.0
27_Chocó,27615_Riosucio,Centro poblado,13504.0,661.0,258.0,12391.0,183.0,0.0,4.0,0.0,0.0,7.0
27_Chocó,27615_Riosucio,Rural disperso,21630.0,13689.0,28.0,7866.0,30.0,6.0,0.0,0.0,0.0,11.0
27_Chocó,27660_San José Del Palmar,Total,4721.0,1596.0,19.0,2537.0,538.0,17.0,4.0,0.0,0.0,10.0
27_Chocó,27660_San José Del Palmar,Cabecera,1351.0,24.0,7.0,866.0,436.0,13.0,0.0,0.0,0.0,5.0
27_Chocó,27660_San José Del Palmar,Centro poblado,941.0,53.0,7.0,777.0,93.0,2.0,4.0,0.0,0.0,5.0
27_Chocó,27660_San José Del Palmar,Rural disperso,2429.0,1519.0,5.0,894.0,9.0,2.0,0.0,0.0,0.0,0.0
27_Chocó,27745_Sipí,Total,2768.0,2702.0,18.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27745_Sipí,Cabecera,599.0,536.0,15.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27745_Sipí,Centro poblado,1605.0,1604.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27745_Sipí,Rural disperso,564.0,562.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27787_Tadó,Total,16945.0,2490.0,83.0,14162.0,109.0,65.0,11.0,2.0,2.0,21.0
27_Chocó,27787_Tadó,Cabecera,9951.0,103.0,55.0,9609.0,92.0,60.0,11.0,2.0,2.0,17.0
27_Chocó,27787_Tadó,Centro poblado,2953.0,64.0,17.0,2856.0,16.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27787_Tadó,Rural disperso,4041.0,2323.0,11.0,1697.0,1.0,5.0,0.0,0.0,0.0,4.0
27_Chocó,27800_Unguía,Total,12192.0,3185.0,39.0,8855.0,103.0,1.0,0.0,0.0,0.0,9.0
27_Chocó,27800_Unguía,Cabecera,4176.0,87.0,14.0,3994.0,80.0,1.0,0.0,0.0,0.0,0.0
27_Chocó,27800_Unguía,Centro poblado,4157.0,711.0,21.0,3405.0,17.0,0.0,0.0,0.0,0.0,3.0
27_Chocó,27800_Unguía,Rural disperso,3859.0,2387.0,4.0,1456.0,6.0,0.0,0.0,0.0,0.0,6.0
27_Chocó,27810_Unión Panamericana,Total,6458.0,296.0,105.0,5976.0,72.0,3.0,0.0,0.0,0.0,6.0
27_Chocó,27810_Unión Panamericana,Cabecera,2940.0,154.0,98.0,2648.0,32.0,3.0,0.0,0.0,0.0,5.0
27_Chocó,27810_Unión Panamericana,Centro poblado,2669.0,43.0,1.0,2590.0,35.0,0.0,0.0,0.0,0.0,0.0
27_Chocó,27810_Unión Panamericana,Rural disperso,849.0,99.0,6.0,738.0,5.0,0.0,0.0,0.0,0.0,1.0
41_Huila,41001_Neiva,Total,313310.0,3292.0,4756.0,101620.0,156042.0,29700.0,14296.0,3088.0,222.0,294.0
41_Huila,41001_Neiva,Cabecera,293708.0,2634.0,3980.0,87649.0,152960.0,29272.0,13818.0,2913.0,219.0,263.0
41_Huila,41001_Neiva,Centro poblado,11861.0,214.0,133.0,9097.0,2351.0,47.0,3.0,3.0,0.0,13.0
41_Huila,41001_Neiva,Rural disperso,7741.0,444.0,643.0,4874.0,731.0,381.0,475.0,172.0,3.0,18.0
41_Huila,41006_Acevedo,Total,24562.0,3311.0,185.0,16162.0,4797.0,73.0,5.0,6.0,0.0,23.0
41_Huila,41006_Acevedo,Cabecera,4565.0,130.0,6.0,3316.0,1088.0,11.0,0.0,0.0,0.0,14.0
41_Huila,41006_Acevedo,Centro poblado,1908.0,138.0,56.0,1281.0,431.0,2.0,0.0,0.0,0.0,0.0
41_Huila,41006_Acevedo,Rural disperso,18089.0,3043.0,123.0,11565.0,3278.0,60.0,5.0,6.0,0.0,9.0
41_Huila,41013_Agrado,Total,8578.0,253.0,21.0,7305.0,955.0,39.0,2.0,0.0,0.0,3.0
41_Huila,41013_Agrado,Cabecera,5610.0,106.0,6.0,4776.0,684.0,34.0,2.0,0.0,0.0,2.0
