Departamento,Municipio,"Total, Cabecera, Centro poblado y Rural disperso) y tipo de vivienda",Total,"Bloque, ladrillo, piedra, madera pulida",Concreto vaciado,Material prefabricado,Guadua,"Tapia pisada, bahareque, adobe","Madera burda, tabla, tablón","Caña, esterilla, otros vegetales","Materiales de desecho (Zinc, tela, cartón, latas, plásticos, otros)",Sin paredes
25_Cundinamarca,489_Nimaima,Apartamento,22.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,489_Nimaima,Tipo cuarto,15.0,9.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
25_Cundinamarca,489_Nimaima,Otro tipo de vivienda (1),1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,491_Nocaima,Total,1909.0,1261.0,4.0,183.0,30.0,342.0,36.0,20.0,33.0,0.0
25_Cundinamarca,491_Nocaima,Casa,1628.0,1026.0,4.0,175.0,29.0,313.0,36.0,17.0,28.0,0.0
25_Cundinamarca,491_Nocaima,Apartamento,197.0,178.0,0.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0
25_Cundinamarca,491_Nocaima,Tipo cuarto,83.0,57.0,0.0,4.0,1.0,14.0,0.0,3.0,4.0,0.0
25_Cundinamarca,491_Nocaima,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25_Cundinamarca,506_Venecia,Total,1475.0,989.0,18.0,32.0,0.0,73.0,347.0,1.0,15.0,0.0
25_Cundinamarca,506_Venecia,Casa,1321.0,871.0,9.0,23.0,0.0,69.0,336.0,1.0,12.0,0.0
25_Cundinamarca,506_Venecia,Apartamento,112.0,92.0,8.0,7.0,0.0,2.0,3.0,0.0,0.0,0.0
25_Cundinamarca,506_Venecia,Tipo cuarto,40.0,26.0,1.0,2.0,0.0,2.0,8.0,0.0,1.0,0.0
25_Cundinamarca,506_Venecia,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
25_Cundinamarca,513_Pacho,Total,8596.0,7323.0,79.0,127.0,69.0,475.0,447.0,55.0,21.0,0.0
25_Cundinamarca,513_Pacho,Casa,6759.0,5557.0,63.0,119.0,67.0,456.0,422.0,55.0,20.0,0.0
25_Cundinamarca,513_Pacho,Apartamento,1371.0,1339.0,15.0,6.0,0.0,4.0,7.0,0.0,0.0,0.0
25_Cundinamarca,513_Pacho,Tipo cuarto,457.0,421.0,1.0,2.0,2.0,15.0,16.0,0.0,0.0,0.0
25_Cundinamarca,513_Pacho,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
25_Cundinamarca,513_Pacho,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,513_Pacho,Otro tipo de vivienda (1),6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25_Cundinamarca,518_Paime,Total,1325.0,526.0,17.0,30.0,67.0,110.0,563.0,6.0,5.0,1.0
25_Cundinamarca,518_Paime,Casa,1294.0,505.0,16.0,30.0,67.0,108.0,557.0,6.0,5.0,0.0
25_Cundinamarca,518_Paime,Apartamento,16.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,518_Paime,Tipo cuarto,10.0,6.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
25_Cundinamarca,518_Paime,Otro tipo de vivienda (1),5.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
25_Cundinamarca,524_Pandi,Total,1659.0,1163.0,15.0,73.0,4.0,240.0,139.0,3.0,22.0,0.0
25_Cundinamarca,524_Pandi,Casa,1533.0,1058.0,11.0,71.0,4.0,228.0,139.0,2.0,20.0,0.0
25_Cundinamarca,524_Pandi,Apartamento,87.0,77.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
25_Cundinamarca,524_Pandi,Tipo cuarto,35.0,27.0,1.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0
25_Cundinamarca,524_Pandi,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,524_Pandi,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
25_Cundinamarca,530_Paratebueno,Total,2532.0,2143.0,50.0,17.0,0.0,20.0,251.0,2.0,49.0,0.0
25_Cundinamarca,530_Paratebueno,Casa,2195.0,1840.0,40.0,14.0,0.0,18.0,235.0,2.0,46.0,0.0
25_Cundinamarca,530_Paratebueno,Apartamento,178.0,167.0,3.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0
25_Cundinamarca,530_Paratebueno,Tipo cuarto,152.0,133.0,5.0,1.0,0.0,1.0,11.0,0.0,1.0,0.0
25_Cundinamarca,530_Paratebueno,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,530_Paratebueno,Otro tipo de vivienda (1),6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
25_Cundinamarca,535_Pasca,Total,2662.0,2276.0,22.0,41.0,0.0,116.0,198.0,0.0,9.0,0.0
25_Cundinamarca,535_Pasca,Casa,2370.0,2009.0,18.0,40.0,0.0,107.0,190.0,0.0,6.0,0.0
25_Cundinamarca,535_Pasca,Apartamento,195.0,184.0,3.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0
25_Cundinamarca,535_Pasca,Tipo cuarto,94.0,83.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0
25_Cundinamarca,535_Pasca,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
25_Cundinamarca,572_Puerto Salgar,Total,4860.0,4290.0,77.0,31.0,1.0,5.0,417.0,2.0,32.0,5.0
25_Cundinamarca,572_Puerto Salgar,Casa,4029.0,3550.0,43.0,21.0,0.0,5.0,385.0,2.0,23.0,0.0
25_Cundinamarca,572_Puerto Salgar,Apartamento,402.0,382.0,10.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0
25_Cundinamarca,572_Puerto Salgar,Tipo cuarto,410.0,351.0,24.0,7.0,1.0,0.0,22.0,0.0,5.0,0.0
25_Cundinamarca,572_Puerto Salgar,Vivienda tradicional indígena,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
25_Cundinamarca,572_Puerto Salgar,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,572_Puerto Salgar,Otro tipo de vivienda (1),12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
25_Cundinamarca,580_Pulí,Total,935.0,634.0,0.0,16.0,5.0,249.0,26.0,0.0,5.0,0.0
25_Cundinamarca,580_Pulí,Casa,904.0,613.0,0.0,14.0,4.0,247.0,26.0,0.0,0.0,0.0
25_Cundinamarca,580_Pulí,Apartamento,11.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,580_Pulí,Tipo cuarto,15.0,11.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0
25_Cundinamarca,580_Pulí,Otro tipo de vivienda (1),5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0
25_Cundinamarca,592_Quebradanegra,Total,1624.0,1324.0,8.0,52.0,13.0,90.0,106.0,12.0,19.0,0.0
25_Cundinamarca,592_Quebradanegra,Casa,1493.0,1225.0,7.0,51.0,11.0,85.0,93.0,10.0,11.0,0.0
25_Cundinamarca,592_Quebradanegra,Apartamento,56.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,592_Quebradanegra,Tipo cuarto,75.0,44.0,0.0,1.0,2.0,5.0,13.0,2.0,8.0,0.0
25_Cundinamarca,594_Quetame,Total,1633.0,1421.0,28.0,45.0,1.0,106.0,24.0,0.0,8.0,0.0
25_Cundinamarca,594_Quetame,Casa,1215.0,1042.0,13.0,38.0,0.0,95.0,22.0,0.0,5.0,0.0
25_Cundinamarca,594_Quetame,Apartamento,264.0,249.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,594_Quetame,Tipo cuarto,154.0,130.0,4.0,5.0,1.0,9.0,2.0,0.0,3.0,0.0
25_Cundinamarca,596_Quipile,Total,2326.0,1483.0,44.0,72.0,2.0,506.0,117.0,66.0,35.0,1.0
25_Cundinamarca,596_Quipile,Casa,2157.0,1393.0,40.0,68.0,2.0,461.0,107.0,63.0,23.0,0.0
25_Cundinamarca,596_Quipile,Apartamento,53.0,43.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0
25_Cundinamarca,596_Quipile,Tipo cuarto,108.0,45.0,3.0,3.0,0.0,37.0,10.0,2.0,8.0,0.0
25_Cundinamarca,596_Quipile,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,596_Quipile,Otro tipo de vivienda (1),7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
25_Cundinamarca,599_Apulo,Total,2704.0,1920.0,52.0,131.0,49.0,264.0,58.0,106.0,122.0,2.0
25_Cundinamarca,599_Apulo,Casa,2399.0,1702.0,45.0,118.0,43.0,232.0,49.0,102.0,108.0,0.0
25_Cundinamarca,599_Apulo,Apartamento,106.0,102.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0
25_Cundinamarca,599_Apulo,Tipo cuarto,194.0,115.0,7.0,12.0,5.0,29.0,9.0,3.0,14.0,0.0
25_Cundinamarca,599_Apulo,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,599_Apulo,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,599_Apulo,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
25_Cundinamarca,612_Ricaurte,Total,3965.0,3326.0,64.0,125.0,69.0,224.0,29.0,109.0,18.0,1.0
25_Cundinamarca,612_Ricaurte,Casa,3080.0,2576.0,31.0,78.0,67.0,202.0,23.0,91.0,12.0,0.0
25_Cundinamarca,612_Ricaurte,Apartamento,593.0,511.0,28.0,40.0,0.0,3.0,3.0,7.0,1.0,0.0
25_Cundinamarca,612_Ricaurte,Tipo cuarto,289.0,238.0,5.0,7.0,2.0,19.0,3.0,11.0,4.0,0.0
25_Cundinamarca,612_Ricaurte,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,612_Ricaurte,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25_Cundinamarca,645_San Antonio Del Tequendama,Total,3901.0,3506.0,24.0,180.0,17.0,62.0,82.0,11.0,19.0,0.0
25_Cundinamarca,645_San Antonio Del Tequendama,Casa,3654.0,3285.0,20.0,177.0,14.0,58.0,77.0,11.0,12.0,0.0
25_Cundinamarca,645_San Antonio Del Tequendama,Apartamento,145.0,139.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
25_Cundinamarca,645_San Antonio Del Tequendama,Tipo cuarto,102.0,82.0,2.0,2.0,2.0,3.0,5.0,0.0,6.0,0.0
25_Cundinamarca,649_San Bernardo,Total,2602.0,1414.0,14.0,194.0,4.0,486.0,479.0,4.0,7.0,0.0
25_Cundinamarca,649_San Bernardo,Casa,2073.0,1028.0,10.0,177.0,3.0,405.0,444.0,1.0,5.0,0.0
25_Cundinamarca,649_San Bernardo,Apartamento,423.0,336.0,3.0,9.0,0.0,61.0,11.0,3.0,0.0,0.0
25_Cundinamarca,649_San Bernardo,Tipo cuarto,102.0,49.0,1.0,8.0,0.0,20.0,22.0,0.0,2.0,0.0
25_Cundinamarca,649_San Bernardo,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,649_San Bernardo,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25_Cundinamarca,649_San Bernardo,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25_Cundinamarca,653_San Cayetano,Total,1454.0,930.0,6.0,20.0,4.0,90.0,403.0,0.0,1.0,0.0
25_Cundinamarca,653_San Cayetano,Casa,1437.0,916.0,6.0,20.0,4.0,90.0,400.0,0.0,1.0,0.0
25_Cundinamarca,653_San Cayetano,Apartamento,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,653_San Cayetano,Tipo cuarto,14.0,11.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
25_Cundinamarca,658_San Francisco,Total,3493.0,3045.0,36.0,197.0,2.0,68.0,112.0,8.0,25.0,0.0
25_Cundinamarca,658_San Francisco,Casa,2600.0,2190.0,27.0,190.0,2.0,64.0,101.0,6.0,20.0,0.0
25_Cundinamarca,658_San Francisco,Apartamento,704.0,692.0,7.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
25_Cundinamarca,658_San Francisco,Tipo cuarto,182.0,162.0,2.0,4.0,0.0,3.0,8.0,1.0,2.0,0.0
25_Cundinamarca,658_San Francisco,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
25_Cundinamarca,658_San Francisco,Otro tipo de vivienda (1),6.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0
25_Cundinamarca,662_San Juan De Rioseco,Total,2759.0,1873.0,30.0,85.0,25.0,652.0,78.0,10.0,6.0,0.0
25_Cundinamarca,662_San Juan De Rioseco,Casa,2494.0,1662.0,18.0,82.0,25.0,617.0,75.0,10.0,5.0,0.0
25_Cundinamarca,662_San Juan De Rioseco,Apartamento,192.0,164.0,7.0,3.0,0.0,17.0,1.0,0.0,0.0,0.0
25_Cundinamarca,662_San Juan De Rioseco,Tipo cuarto,69.0,43.0,5.0,0.0,0.0,18.0,2.0,0.0,1.0,0.0
25_Cundinamarca,662_San Juan De Rioseco,Otro tipo de vivienda (1),4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,718_Sasaima,Total,3558.0,3087.0,20.0,132.0,14.0,106.0,96.0,74.0,29.0,0.0
25_Cundinamarca,718_Sasaima,Casa,2918.0,2509.0,11.0,121.0,13.0,94.0,80.0,70.0,20.0,0.0
25_Cundinamarca,718_Sasaima,Apartamento,509.0,484.0,8.0,7.0,0.0,6.0,2.0,2.0,0.0,0.0
25_Cundinamarca,718_Sasaima,Tipo cuarto,121.0,92.0,0.0,4.0,1.0,5.0,12.0,2.0,5.0,0.0
25_Cundinamarca,718_Sasaima,Vivienda tradicional indígena,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
25_Cundinamarca,718_Sasaima,Vivienda tradicional étnica,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,718_Sasaima,Otro tipo de vivienda (1),6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
25_Cundinamarca,736_Sesquilé,Total,3352.0,2849.0,10.0,201.0,2.0,241.0,47.0,1.0,1.0,0.0
25_Cundinamarca,736_Sesquilé,Casa,2742.0,2263.0,9.0,195.0,2.0,233.0,38.0,1.0,1.0,0.0
25_Cundinamarca,736_Sesquilé,Apartamento,523.0,507.0,0.0,5.0,0.0,4.0,7.0,0.0,0.0,0.0
25_Cundinamarca,736_Sesquilé,Tipo cuarto,84.0,77.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0
25_Cundinamarca,736_Sesquilé,Vivienda tradicional étnica,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,736_Sesquilé,Otro tipo de vivienda (1),2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,740_Sibaté,Total,10571.0,9815.0,325.0,311.0,0.0,30.0,56.0,1.0,33.0,0.0
25_Cundinamarca,740_Sibaté,Casa,5755.0,5242.0,179.0,242.0,0.0,23.0,43.0,1.0,25.0,0.0
25_Cundinamarca,740_Sibaté,Apartamento,3944.0,3787.0,117.0,32.0,0.0,2.0,5.0,0.0,1.0,0.0
25_Cundinamarca,740_Sibaté,Tipo cuarto,859.0,779.0,27.0,37.0,0.0,5.0,7.0,0.0,4.0,0.0
25_Cundinamarca,740_Sibaté,Otro tipo de vivienda (1),13.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0
25_Cundinamarca,743_Silvania,Total,7130.0,6192.0,45.0,350.0,3.0,139.0,318.0,8.0,75.0,0.0
25_Cundinamarca,743_Silvania,Casa,5722.0,4847.0,36.0,331.0,3.0,132.0,301.0,8.0,64.0,0.0
25_Cundinamarca,743_Silvania,Apartamento,1150.0,1122.0,8.0,12.0,0.0,4.0,1.0,0.0,3.0,0.0
25_Cundinamarca,743_Silvania,Tipo cuarto,255.0,222.0,1.0,7.0,0.0,2.0,16.0,0.0,7.0,0.0
25_Cundinamarca,743_Silvania,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,743_Silvania,Otro tipo de vivienda (1),2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25_Cundinamarca,745_Simijaca,Total,3582.0,3282.0,9.0,54.0,1.0,196.0,37.0,2.0,1.0,0.0
25_Cundinamarca,745_Simijaca,Casa,2841.0,2573.0,4.0,53.0,1.0,180.0,29.0,1.0,0.0,0.0
25_Cundinamarca,745_Simijaca,Apartamento,633.0,619.0,3.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0
25_Cundinamarca,745_Simijaca,Tipo cuarto,106.0,90.0,2.0,1.0,0.0,10.0,3.0,0.0,0.0,0.0
25_Cundinamarca,745_Simijaca,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
25_Cundinamarca,754_Soacha,Total,201982.0,188611.0,8817.0,2033.0,26.0,183.0,1192.0,16.0,1095.0,9.0
25_Cundinamarca,754_Soacha,Casa,91412.0,85153.0,2604.0,1487.0,21.0,159.0,1042.0,14.0,932.0,0.0
25_Cundinamarca,754_Soacha,Apartamento,103517.0,97023.0,5958.0,452.0,2.0,13.0,35.0,2.0,32.0,0.0
25_Cundinamarca,754_Soacha,Tipo cuarto,6877.0,6370.0,251.0,90.0,1.0,6.0,77.0,0.0,82.0,0.0
25_Cundinamarca,754_Soacha,Vivienda tradicional indígena,8.0,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
25_Cundinamarca,754_Soacha,Vivienda tradicional étnica,21.0,15.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
25_Cundinamarca,754_Soacha,Otro tipo de vivienda (1),147.0,45.0,2.0,3.0,2.0,4.0,35.0,0.0,47.0,9.0
25_Cundinamarca,758_Sopó,Total,7559.0,7249.0,52.0,134.0,5.0,76.0,36.0,1.0,5.0,1.0
25_Cundinamarca,758_Sopó,Casa,3756.0,3514.0,28.0,118.0,4.0,65.0,25.0,0.0,2.0,0.0
25_Cundinamarca,758_Sopó,Apartamento,3580.0,3534.0,21.0,12.0,1.0,5.0,7.0,0.0,0.0,0.0
25_Cundinamarca,758_Sopó,Tipo cuarto,214.0,197.0,3.0,3.0,0.0,6.0,4.0,1.0,0.0,0.0
25_Cundinamarca,758_Sopó,Otro tipo de vivienda (1),9.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
25_Cundinamarca,769_Subachoque,Total,4814.0,4395.0,31.0,212.0,6.0,126.0,30.0,5.0,9.0,0.0
25_Cundinamarca,769_Subachoque,Casa,3398.0,3025.0,21.0,202.0,6.0,113.0,23.0,5.0,3.0,0.0
25_Cundinamarca,769_Subachoque,Apartamento,1155.0,1126.0,9.0,8.0,0.0,7.0,4.0,0.0,1.0,0.0
25_Cundinamarca,769_Subachoque,Tipo cuarto,252.0,242.0,1.0,2.0,0.0,6.0,1.0,0.0,0.0,0.0
25_Cundinamarca,769_Subachoque,Otro tipo de vivienda (1),9.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0
25_Cundinamarca,772_Suesca,Total,5657.0,5178.0,36.0,146.0,2.0,217.0,69.0,2.0,7.0,0.0
25_Cundinamarca,772_Suesca,Casa,3781.0,3387.0,27.0,119.0,1.0,186.0,55.0,1.0,5.0,0.0
25_Cundinamarca,772_Suesca,Apartamento,1094.0,1071.0,7.0,8.0,1.0,2.0,5.0,0.0,0.0,0.0
25_Cundinamarca,772_Suesca,Tipo cuarto,779.0,719.0,2.0,19.0,0.0,29.0,9.0,1.0,0.0,0.0
25_Cundinamarca,772_Suesca,Otro tipo de vivienda (1),3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
25_Cundinamarca,777_Supatá,Total,1808.0,1337.0,1.0,69.0,25.0,132.0,229.0,6.0,8.0,1.0
25_Cundinamarca,777_Supatá,Casa,1679.0,1218.0,1.0,68.0,24.0,128.0,227.0,6.0,7.0,0.0
25_Cundinamarca,777_Supatá,Apartamento,103.0,101.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,777_Supatá,Tipo cuarto,23.0,18.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0
25_Cundinamarca,777_Supatá,Vivienda tradicional étnica,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,777_Supatá,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25_Cundinamarca,779_Susa,Total,1834.0,1379.0,4.0,29.0,3.0,406.0,11.0,0.0,2.0,0.0
25_Cundinamarca,779_Susa,Casa,1738.0,1291.0,3.0,29.0,3.0,400.0,11.0,0.0,1.0,0.0
25_Cundinamarca,779_Susa,Apartamento,72.0,70.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,779_Susa,Tipo cuarto,21.0,16.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
25_Cundinamarca,779_Susa,Otro tipo de vivienda (1),3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
25_Cundinamarca,781_Sutatausa,Total,1613.0,1383.0,5.0,61.0,5.0,125.0,32.0,1.0,1.0,0.0
25_Cundinamarca,781_Sutatausa,Casa,1458.0,1235.0,5.0,60.0,5.0,122.0,29.0,1.0,1.0,0.0
25_Cundinamarca,781_Sutatausa,Apartamento,120.0,116.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
25_Cundinamarca,781_Sutatausa,Tipo cuarto,34.0,31.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
25_Cundinamarca,781_Sutatausa,Otro tipo de vivienda (1),1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,785_Tabio,Total,6376.0,5850.0,93.0,314.0,2.0,73.0,38.0,0.0,6.0,0.0
25_Cundinamarca,785_Tabio,Casa,4050.0,3592.0,67.0,285.0,1.0,68.0,34.0,0.0,3.0,0.0
25_Cundinamarca,785_Tabio,Apartamento,2127.0,2072.0,23.0,25.0,0.0,3.0,3.0,0.0,1.0,0.0
25_Cundinamarca,785_Tabio,Tipo cuarto,193.0,183.0,3.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0
25_Cundinamarca,785_Tabio,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,785_Tabio,Otro tipo de vivienda (1),5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
25_Cundinamarca,793_Tausa,Total,2004.0,1909.0,6.0,55.0,2.0,25.0,7.0,0.0,0.0,0.0
25_Cundinamarca,793_Tausa,Casa,1896.0,1806.0,5.0,53.0,2.0,24.0,6.0,0.0,0.0,0.0
25_Cundinamarca,793_Tausa,Apartamento,78.0,73.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
25_Cundinamarca,793_Tausa,Tipo cuarto,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,797_Tena,Total,2983.0,2494.0,12.0,230.0,15.0,66.0,107.0,18.0,41.0,0.0
25_Cundinamarca,797_Tena,Casa,2438.0,1997.0,7.0,213.0,14.0,57.0,98.0,17.0,35.0,0.0
25_Cundinamarca,797_Tena,Apartamento,447.0,424.0,4.0,13.0,0.0,2.0,4.0,0.0,0.0,0.0
25_Cundinamarca,797_Tena,Tipo cuarto,90.0,69.0,0.0,3.0,0.0,7.0,5.0,1.0,5.0,0.0
25_Cundinamarca,797_Tena,Otro tipo de vivienda (1),8.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
25_Cundinamarca,799_Tenjo,Total,6189.0,5347.0,167.0,466.0,3.0,114.0,82.0,2.0,7.0,1.0
25_Cundinamarca,799_Tenjo,Casa,4652.0,4013.0,42.0,424.0,3.0,97.0,70.0,0.0,3.0,0.0
25_Cundinamarca,799_Tenjo,Apartamento,1123.0,973.0,114.0,24.0,0.0,7.0,4.0,0.0,1.0,0.0
25_Cundinamarca,799_Tenjo,Tipo cuarto,405.0,357.0,11.0,17.0,0.0,10.0,8.0,1.0,1.0,0.0
25_Cundinamarca,799_Tenjo,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,799_Tenjo,Otro tipo de vivienda (1),8.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0
25_Cundinamarca,805_Tibacuy,Total,1650.0,1138.0,11.0,79.0,1.0,218.0,159.0,6.0,37.0,1.0
25_Cundinamarca,805_Tibacuy,Casa,1494.0,1022.0,11.0,75.0,1.0,196.0,149.0,6.0,34.0,0.0
25_Cundinamarca,805_Tibacuy,Apartamento,32.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,805_Tibacuy,Tipo cuarto,121.0,84.0,0.0,4.0,0.0,21.0,10.0,0.0,2.0,0.0
25_Cundinamarca,805_Tibacuy,Vivienda tradicional indígena,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,805_Tibacuy,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
25_Cundinamarca,807_Tibirita,Total,970.0,665.0,4.0,20.0,0.0,245.0,32.0,2.0,2.0,0.0
25_Cundinamarca,807_Tibirita,Casa,926.0,630.0,3.0,20.0,0.0,240.0,30.0,1.0,2.0,0.0
25_Cundinamarca,807_Tibirita,Apartamento,28.0,25.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,807_Tibirita,Tipo cuarto,15.0,10.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0
25_Cundinamarca,807_Tibirita,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,815_Tocaima,Total,6158.0,4113.0,667.0,138.0,20.0,1014.0,74.0,38.0,93.0,1.0
