Departamento,Municipio,Areas,"Total, Cabecera, Centro poblado, Rural disperso y tipos de vivienda",Total,"Mármol, parqué, madera pulida o lacada","Baldosa, vinilo, tableta, ladrillo, laminado",Alfombra,"Cemento, gravilla","Madera burda, tabla, tablón, otro vegetal","Tierra, arena, barro"
25_Cundinamarca,099_Bojacá,Cabecera,Apartamento,742.0,10.0,591.0,3.0,133.0,5.0,0.0
25_Cundinamarca,099_Bojacá,Cabecera,Tipo cuarto,113.0,1.0,65.0,1.0,45.0,1.0,0.0
25_Cundinamarca,099_Bojacá,Cabecera,Otro tipo de vivienda (1),7.0,1.0,1.0,0.0,3.0,0.0,2.0
25_Cundinamarca,099_Bojacá,Rural disperso,Total,657.0,8.0,283.0,0.0,304.0,42.0,20.0
25_Cundinamarca,099_Bojacá,Rural disperso,Casa,623.0,8.0,271.0,0.0,288.0,36.0,20.0
25_Cundinamarca,099_Bojacá,Rural disperso,Apartamento,18.0,0.0,9.0,0.0,5.0,4.0,0.0
25_Cundinamarca,099_Bojacá,Rural disperso,Tipo cuarto,16.0,0.0,3.0,0.0,11.0,2.0,0.0
25_Cundinamarca,120_Cabrera,Total municipal,Total,1373.0,11.0,200.0,2.0,680.0,442.0,38.0
25_Cundinamarca,120_Cabrera,Total municipal,Casa,1237.0,6.0,152.0,1.0,625.0,418.0,35.0
25_Cundinamarca,120_Cabrera,Total municipal,Apartamento,80.0,2.0,39.0,1.0,33.0,5.0,0.0
25_Cundinamarca,120_Cabrera,Total municipal,Tipo cuarto,55.0,3.0,9.0,0.0,22.0,19.0,2.0
25_Cundinamarca,120_Cabrera,Total municipal,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,120_Cabrera,Cabecera,Total,383.0,8.0,146.0,2.0,198.0,27.0,2.0
25_Cundinamarca,120_Cabrera,Cabecera,Casa,279.0,4.0,103.0,1.0,151.0,18.0,2.0
25_Cundinamarca,120_Cabrera,Cabecera,Apartamento,71.0,2.0,34.0,1.0,30.0,4.0,0.0
25_Cundinamarca,120_Cabrera,Cabecera,Tipo cuarto,33.0,2.0,9.0,0.0,17.0,5.0,0.0
25_Cundinamarca,120_Cabrera,Rural disperso,Total,990.0,3.0,54.0,0.0,482.0,415.0,36.0
25_Cundinamarca,120_Cabrera,Rural disperso,Casa,958.0,2.0,49.0,0.0,474.0,400.0,33.0
25_Cundinamarca,120_Cabrera,Rural disperso,Apartamento,9.0,0.0,5.0,0.0,3.0,1.0,0.0
25_Cundinamarca,120_Cabrera,Rural disperso,Tipo cuarto,22.0,1.0,0.0,0.0,5.0,14.0,2.0
25_Cundinamarca,120_Cabrera,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,123_Cachipay,Total municipal,Total,3481.0,36.0,1875.0,5.0,1337.0,96.0,132.0
25_Cundinamarca,123_Cachipay,Total municipal,Casa,2619.0,27.0,1295.0,0.0,1129.0,74.0,94.0
25_Cundinamarca,123_Cachipay,Total municipal,Apartamento,614.0,9.0,489.0,0.0,102.0,14.0,0.0
25_Cundinamarca,123_Cachipay,Total municipal,Tipo cuarto,214.0,0.0,89.0,0.0,99.0,7.0,19.0
25_Cundinamarca,123_Cachipay,Total municipal,Otro tipo de vivienda (1),34.0,0.0,2.0,5.0,7.0,1.0,19.0
25_Cundinamarca,123_Cachipay,Cabecera,Total,1296.0,18.0,951.0,5.0,268.0,37.0,17.0
25_Cundinamarca,123_Cachipay,Cabecera,Casa,632.0,9.0,464.0,0.0,138.0,18.0,3.0
25_Cundinamarca,123_Cachipay,Cabecera,Apartamento,517.0,9.0,421.0,0.0,74.0,13.0,0.0
25_Cundinamarca,123_Cachipay,Cabecera,Tipo cuarto,122.0,0.0,64.0,0.0,50.0,5.0,3.0
25_Cundinamarca,123_Cachipay,Cabecera,Otro tipo de vivienda (1),25.0,0.0,2.0,5.0,6.0,1.0,11.0
25_Cundinamarca,123_Cachipay,Centro poblado,Total,90.0,0.0,60.0,0.0,30.0,0.0,0.0
25_Cundinamarca,123_Cachipay,Centro poblado,Casa,52.0,0.0,30.0,0.0,22.0,0.0,0.0
25_Cundinamarca,123_Cachipay,Centro poblado,Apartamento,27.0,0.0,22.0,0.0,5.0,0.0,0.0
25_Cundinamarca,123_Cachipay,Centro poblado,Tipo cuarto,11.0,0.0,8.0,0.0,3.0,0.0,0.0
25_Cundinamarca,123_Cachipay,Rural disperso,Total,2095.0,18.0,864.0,0.0,1039.0,59.0,115.0
25_Cundinamarca,123_Cachipay,Rural disperso,Casa,1935.0,18.0,801.0,0.0,969.0,56.0,91.0
25_Cundinamarca,123_Cachipay,Rural disperso,Apartamento,70.0,0.0,46.0,0.0,23.0,1.0,0.0
25_Cundinamarca,123_Cachipay,Rural disperso,Tipo cuarto,81.0,0.0,17.0,0.0,46.0,2.0,16.0
25_Cundinamarca,123_Cachipay,Rural disperso,Otro tipo de vivienda (1),9.0,0.0,0.0,0.0,1.0,0.0,8.0
25_Cundinamarca,126_Cajicá,Total municipal,Total,25280.0,3234.0,20492.0,96.0,1237.0,174.0,47.0
25_Cundinamarca,126_Cajicá,Total municipal,Casa,12034.0,2032.0,9133.0,53.0,699.0,93.0,24.0
25_Cundinamarca,126_Cajicá,Total municipal,Apartamento,12203.0,1170.0,10521.0,35.0,402.0,71.0,4.0
25_Cundinamarca,126_Cajicá,Total municipal,Tipo cuarto,1032.0,31.0,833.0,8.0,135.0,8.0,17.0
25_Cundinamarca,126_Cajicá,Total municipal,Vivienda tradicional étnica,3.0,1.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,126_Cajicá,Total municipal,Otro tipo de vivienda (1),8.0,0.0,3.0,0.0,1.0,2.0,2.0
25_Cundinamarca,126_Cajicá,Cabecera,Total,16894.0,2049.0,14044.0,52.0,619.0,104.0,26.0
25_Cundinamarca,126_Cajicá,Cabecera,Casa,6654.0,966.0,5233.0,26.0,369.0,47.0,13.0
25_Cundinamarca,126_Cajicá,Cabecera,Apartamento,9618.0,1060.0,8281.0,25.0,196.0,53.0,3.0
25_Cundinamarca,126_Cajicá,Cabecera,Tipo cuarto,614.0,22.0,525.0,1.0,53.0,3.0,10.0
25_Cundinamarca,126_Cajicá,Cabecera,Vivienda tradicional étnica,3.0,1.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,126_Cajicá,Cabecera,Otro tipo de vivienda (1),5.0,0.0,3.0,0.0,1.0,1.0,0.0
25_Cundinamarca,126_Cajicá,Centro poblado,Total,5128.0,769.0,3927.0,16.0,369.0,36.0,11.0
25_Cundinamarca,126_Cajicá,Centro poblado,Casa,3162.0,681.0,2269.0,10.0,176.0,20.0,6.0
25_Cundinamarca,126_Cajicá,Centro poblado,Apartamento,1714.0,85.0,1467.0,4.0,144.0,13.0,1.0
25_Cundinamarca,126_Cajicá,Centro poblado,Tipo cuarto,251.0,3.0,191.0,2.0,49.0,3.0,3.0
25_Cundinamarca,126_Cajicá,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,126_Cajicá,Rural disperso,Total,3258.0,416.0,2521.0,28.0,249.0,34.0,10.0
25_Cundinamarca,126_Cajicá,Rural disperso,Casa,2218.0,385.0,1631.0,17.0,154.0,26.0,5.0
25_Cundinamarca,126_Cajicá,Rural disperso,Apartamento,871.0,25.0,773.0,6.0,62.0,5.0,0.0
25_Cundinamarca,126_Cajicá,Rural disperso,Tipo cuarto,167.0,6.0,117.0,5.0,33.0,2.0,4.0
25_Cundinamarca,126_Cajicá,Rural disperso,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,0.0,1.0,1.0
25_Cundinamarca,148_Caparrapí,Total municipal,Total,3996.0,23.0,484.0,0.0,2335.0,108.0,1046.0
25_Cundinamarca,148_Caparrapí,Total municipal,Casa,3725.0,15.0,373.0,0.0,2191.0,106.0,1040.0
25_Cundinamarca,148_Caparrapí,Total municipal,Apartamento,223.0,7.0,99.0,0.0,114.0,0.0,3.0
25_Cundinamarca,148_Caparrapí,Total municipal,Tipo cuarto,47.0,1.0,12.0,0.0,30.0,2.0,2.0
25_Cundinamarca,148_Caparrapí,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,148_Caparrapí,Cabecera,Total,988.0,14.0,296.0,0.0,631.0,10.0,37.0
25_Cundinamarca,148_Caparrapí,Cabecera,Casa,750.0,6.0,195.0,0.0,505.0,10.0,34.0
25_Cundinamarca,148_Caparrapí,Cabecera,Apartamento,206.0,7.0,92.0,0.0,106.0,0.0,1.0
25_Cundinamarca,148_Caparrapí,Cabecera,Tipo cuarto,32.0,1.0,9.0,0.0,20.0,0.0,2.0
25_Cundinamarca,148_Caparrapí,Centro poblado,Total,438.0,2.0,76.0,0.0,311.0,4.0,45.0
25_Cundinamarca,148_Caparrapí,Centro poblado,Casa,420.0,2.0,69.0,0.0,300.0,4.0,45.0
25_Cundinamarca,148_Caparrapí,Centro poblado,Apartamento,12.0,0.0,5.0,0.0,7.0,0.0,0.0
25_Cundinamarca,148_Caparrapí,Centro poblado,Tipo cuarto,6.0,0.0,2.0,0.0,4.0,0.0,0.0
25_Cundinamarca,148_Caparrapí,Rural disperso,Total,2570.0,7.0,112.0,0.0,1393.0,94.0,964.0
25_Cundinamarca,148_Caparrapí,Rural disperso,Casa,2555.0,7.0,109.0,0.0,1386.0,92.0,961.0
25_Cundinamarca,148_Caparrapí,Rural disperso,Apartamento,5.0,0.0,2.0,0.0,1.0,0.0,2.0
25_Cundinamarca,148_Caparrapí,Rural disperso,Tipo cuarto,9.0,0.0,1.0,0.0,6.0,2.0,0.0
25_Cundinamarca,148_Caparrapí,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,151_Cáqueza,Total municipal,Total,5470.0,58.0,3074.0,0.0,2125.0,44.0,169.0
25_Cundinamarca,151_Cáqueza,Total municipal,Casa,3921.0,35.0,1922.0,0.0,1768.0,37.0,159.0
25_Cundinamarca,151_Cáqueza,Total municipal,Apartamento,945.0,16.0,812.0,0.0,115.0,2.0,0.0
25_Cundinamarca,151_Cáqueza,Total municipal,Tipo cuarto,602.0,7.0,340.0,0.0,241.0,5.0,9.0
25_Cundinamarca,151_Cáqueza,Total municipal,Otro tipo de vivienda (1),2.0,0.0,0.0,0.0,1.0,0.0,1.0
25_Cundinamarca,151_Cáqueza,Cabecera,Total,2597.0,47.0,2051.0,0.0,473.0,16.0,10.0
25_Cundinamarca,151_Cáqueza,Cabecera,Casa,1211.0,25.0,963.0,0.0,204.0,12.0,7.0
25_Cundinamarca,151_Cáqueza,Cabecera,Apartamento,903.0,16.0,781.0,0.0,105.0,1.0,0.0
25_Cundinamarca,151_Cáqueza,Cabecera,Tipo cuarto,482.0,6.0,307.0,0.0,164.0,3.0,2.0
25_Cundinamarca,151_Cáqueza,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,151_Cáqueza,Rural disperso,Total,2873.0,11.0,1023.0,0.0,1652.0,28.0,159.0
25_Cundinamarca,151_Cáqueza,Rural disperso,Casa,2710.0,10.0,959.0,0.0,1564.0,25.0,152.0
25_Cundinamarca,151_Cáqueza,Rural disperso,Apartamento,42.0,0.0,31.0,0.0,10.0,1.0,0.0
25_Cundinamarca,151_Cáqueza,Rural disperso,Tipo cuarto,120.0,1.0,33.0,0.0,77.0,2.0,7.0
25_Cundinamarca,151_Cáqueza,Rural disperso,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,1.0,0.0,0.0
25_Cundinamarca,154_Carmen De Carupa,Total municipal,Total,2280.0,15.0,979.0,0.0,996.0,107.0,183.0
25_Cundinamarca,154_Carmen De Carupa,Total municipal,Casa,2204.0,15.0,927.0,0.0,977.0,106.0,179.0
25_Cundinamarca,154_Carmen De Carupa,Total municipal,Apartamento,58.0,0.0,45.0,0.0,12.0,1.0,0.0
25_Cundinamarca,154_Carmen De Carupa,Total municipal,Tipo cuarto,18.0,0.0,7.0,0.0,7.0,0.0,4.0
25_Cundinamarca,154_Carmen De Carupa,Cabecera,Total,657.0,4.0,422.0,0.0,194.0,22.0,15.0
25_Cundinamarca,154_Carmen De Carupa,Cabecera,Casa,588.0,4.0,372.0,0.0,178.0,21.0,13.0
25_Cundinamarca,154_Carmen De Carupa,Cabecera,Apartamento,56.0,0.0,43.0,0.0,12.0,1.0,0.0
25_Cundinamarca,154_Carmen De Carupa,Cabecera,Tipo cuarto,13.0,0.0,7.0,0.0,4.0,0.0,2.0
25_Cundinamarca,154_Carmen De Carupa,Rural disperso,Total,1623.0,11.0,557.0,0.0,802.0,85.0,168.0
25_Cundinamarca,154_Carmen De Carupa,Rural disperso,Casa,1616.0,11.0,555.0,0.0,799.0,85.0,166.0
25_Cundinamarca,154_Carmen De Carupa,Rural disperso,Apartamento,2.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,154_Carmen De Carupa,Rural disperso,Tipo cuarto,5.0,0.0,0.0,0.0,3.0,0.0,2.0
25_Cundinamarca,168_Chaguaní,Total municipal,Total,1234.0,3.0,204.0,0.0,664.0,17.0,346.0
25_Cundinamarca,168_Chaguaní,Total municipal,Casa,1170.0,2.0,169.0,0.0,643.0,16.0,340.0
25_Cundinamarca,168_Chaguaní,Total municipal,Apartamento,45.0,1.0,31.0,0.0,12.0,1.0,0.0
25_Cundinamarca,168_Chaguaní,Total municipal,Tipo cuarto,14.0,0.0,4.0,0.0,9.0,0.0,1.0
25_Cundinamarca,168_Chaguaní,Total municipal,Otro tipo de vivienda (1),5.0,0.0,0.0,0.0,0.0,0.0,5.0
25_Cundinamarca,168_Chaguaní,Cabecera,Total,316.0,3.0,144.0,0.0,149.0,4.0,16.0
25_Cundinamarca,168_Chaguaní,Cabecera,Casa,261.0,2.0,110.0,0.0,131.0,3.0,15.0
25_Cundinamarca,168_Chaguaní,Cabecera,Apartamento,43.0,1.0,30.0,0.0,11.0,1.0,0.0
25_Cundinamarca,168_Chaguaní,Cabecera,Tipo cuarto,12.0,0.0,4.0,0.0,7.0,0.0,1.0
25_Cundinamarca,168_Chaguaní,Rural disperso,Total,918.0,0.0,60.0,0.0,515.0,13.0,330.0
25_Cundinamarca,168_Chaguaní,Rural disperso,Casa,909.0,0.0,59.0,0.0,512.0,13.0,325.0
25_Cundinamarca,168_Chaguaní,Rural disperso,Apartamento,2.0,0.0,1.0,0.0,1.0,0.0,0.0
25_Cundinamarca,168_Chaguaní,Rural disperso,Tipo cuarto,2.0,0.0,0.0,0.0,2.0,0.0,0.0
25_Cundinamarca,168_Chaguaní,Rural disperso,Otro tipo de vivienda (1),5.0,0.0,0.0,0.0,0.0,0.0,5.0
25_Cundinamarca,175_Chía,Total municipal,Total,40162.0,3240.0,33396.0,353.0,2485.0,602.0,86.0
25_Cundinamarca,175_Chía,Total municipal,Casa,27332.0,2559.0,22359.0,303.0,1662.0,394.0,55.0
25_Cundinamarca,175_Chía,Total municipal,Apartamento,10419.0,644.0,9096.0,44.0,467.0,162.0,6.0
25_Cundinamarca,175_Chía,Total municipal,Tipo cuarto,2381.0,36.0,1930.0,6.0,349.0,42.0,18.0
25_Cundinamarca,175_Chía,Total municipal,Vivienda tradicional indígena,7.0,0.0,3.0,0.0,2.0,0.0,2.0
25_Cundinamarca,175_Chía,Total municipal,Vivienda tradicional étnica,3.0,0.0,1.0,0.0,1.0,1.0,0.0
25_Cundinamarca,175_Chía,Total municipal,Otro tipo de vivienda (1),20.0,1.0,7.0,0.0,4.0,3.0,5.0
25_Cundinamarca,175_Chía,Cabecera,Total,32236.0,2793.0,27219.0,302.0,1469.0,412.0,41.0
25_Cundinamarca,175_Chía,Cabecera,Casa,21495.0,2154.0,17866.0,257.0,947.0,243.0,28.0
25_Cundinamarca,175_Chía,Cabecera,Apartamento,9046.0,611.0,7922.0,42.0,320.0,149.0,2.0
25_Cundinamarca,175_Chía,Cabecera,Tipo cuarto,1674.0,27.0,1422.0,3.0,198.0,18.0,6.0
25_Cundinamarca,175_Chía,Cabecera,Vivienda tradicional indígena,5.0,0.0,2.0,0.0,2.0,0.0,1.0
25_Cundinamarca,175_Chía,Cabecera,Vivienda tradicional étnica,3.0,0.0,1.0,0.0,1.0,1.0,0.0
25_Cundinamarca,175_Chía,Cabecera,Otro tipo de vivienda (1),13.0,1.0,6.0,0.0,1.0,1.0,4.0
25_Cundinamarca,175_Chía,Centro poblado,Total,4399.0,231.0,3535.0,23.0,509.0,78.0,23.0
25_Cundinamarca,175_Chía,Centro poblado,Casa,2986.0,201.0,2373.0,23.0,324.0,58.0,7.0
25_Cundinamarca,175_Chía,Centro poblado,Apartamento,934.0,24.0,800.0,0.0,99.0,7.0,4.0
25_Cundinamarca,175_Chía,Centro poblado,Tipo cuarto,475.0,6.0,361.0,0.0,86.0,12.0,10.0
25_Cundinamarca,175_Chía,Centro poblado,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,175_Chía,Centro poblado,Otro tipo de vivienda (1),3.0,0.0,1.0,0.0,0.0,1.0,1.0
25_Cundinamarca,175_Chía,Rural disperso,Total,3527.0,216.0,2642.0,28.0,507.0,112.0,22.0
25_Cundinamarca,175_Chía,Rural disperso,Casa,2851.0,204.0,2120.0,23.0,391.0,93.0,20.0
25_Cundinamarca,175_Chía,Rural disperso,Apartamento,439.0,9.0,374.0,2.0,48.0,6.0,0.0
25_Cundinamarca,175_Chía,Rural disperso,Tipo cuarto,232.0,3.0,147.0,3.0,65.0,12.0,2.0
25_Cundinamarca,175_Chía,Rural disperso,Vivienda tradicional indígena,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,175_Chía,Rural disperso,Otro tipo de vivienda (1),4.0,0.0,0.0,0.0,3.0,1.0,0.0
25_Cundinamarca,178_Chipaque,Total municipal,Total,2666.0,18.0,1019.0,2.0,1337.0,143.0,147.0
25_Cundinamarca,178_Chipaque,Total municipal,Casa,2423.0,15.0,881.0,1.0,1272.0,117.0,137.0
25_Cundinamarca,178_Chipaque,Total municipal,Apartamento,174.0,3.0,119.0,1.0,42.0,8.0,1.0
25_Cundinamarca,178_Chipaque,Total municipal,Tipo cuarto,67.0,0.0,18.0,0.0,23.0,18.0,8.0
25_Cundinamarca,178_Chipaque,Total municipal,Otro tipo de vivienda (1),2.0,0.0,1.0,0.0,0.0,0.0,1.0
25_Cundinamarca,178_Chipaque,Cabecera,Total,817.0,14.0,511.0,2.0,206.0,80.0,4.0
25_Cundinamarca,178_Chipaque,Cabecera,Casa,602.0,11.0,379.0,1.0,152.0,57.0,2.0
25_Cundinamarca,178_Chipaque,Cabecera,Apartamento,169.0,3.0,115.0,1.0,41.0,8.0,1.0
25_Cundinamarca,178_Chipaque,Cabecera,Tipo cuarto,45.0,0.0,16.0,0.0,13.0,15.0,1.0
25_Cundinamarca,178_Chipaque,Cabecera,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,178_Chipaque,Centro poblado,Total,28.0,0.0,19.0,0.0,8.0,0.0,1.0
25_Cundinamarca,178_Chipaque,Centro poblado,Casa,24.0,0.0,17.0,0.0,7.0,0.0,0.0
25_Cundinamarca,178_Chipaque,Centro poblado,Apartamento,2.0,0.0,1.0,0.0,1.0,0.0,0.0
25_Cundinamarca,178_Chipaque,Centro poblado,Tipo cuarto,1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,178_Chipaque,Centro poblado,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,178_Chipaque,Rural disperso,Total,1821.0,4.0,489.0,0.0,1123.0,63.0,142.0
25_Cundinamarca,178_Chipaque,Rural disperso,Casa,1797.0,4.0,485.0,0.0,1113.0,60.0,135.0
25_Cundinamarca,178_Chipaque,Rural disperso,Apartamento,3.0,0.0,3.0,0.0,0.0,0.0,0.0
25_Cundinamarca,178_Chipaque,Rural disperso,Tipo cuarto,21.0,0.0,1.0,0.0,10.0,3.0,7.0
25_Cundinamarca,181_Choachí,Total municipal,Total,3453.0,168.0,1883.0,2.0,1040.0,282.0,78.0
25_Cundinamarca,181_Choachí,Total municipal,Casa,3026.0,161.0,1543.0,2.0,971.0,274.0,75.0
25_Cundinamarca,181_Choachí,Total municipal,Apartamento,350.0,6.0,298.0,0.0,41.0,5.0,0.0
25_Cundinamarca,181_Choachí,Total municipal,Tipo cuarto,74.0,1.0,42.0,0.0,27.0,3.0,1.0
25_Cundinamarca,181_Choachí,Total municipal,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,1.0,0.0,2.0
25_Cundinamarca,181_Choachí,Cabecera,Total,1335.0,74.0,1097.0,1.0,136.0,26.0,1.0
25_Cundinamarca,181_Choachí,Cabecera,Casa,959.0,67.0,776.0,1.0,94.0,20.0,1.0
25_Cundinamarca,181_Choachí,Cabecera,Apartamento,332.0,6.0,288.0,0.0,34.0,4.0,0.0
25_Cundinamarca,181_Choachí,Cabecera,Tipo cuarto,44.0,1.0,33.0,0.0,8.0,2.0,0.0
25_Cundinamarca,181_Choachí,Centro poblado,Total,19.0,2.0,13.0,0.0,3.0,1.0,0.0
25_Cundinamarca,181_Choachí,Centro poblado,Casa,19.0,2.0,13.0,0.0,3.0,1.0,0.0
25_Cundinamarca,181_Choachí,Rural disperso,Total,2099.0,92.0,773.0,1.0,901.0,255.0,77.0
25_Cundinamarca,181_Choachí,Rural disperso,Casa,2048.0,92.0,754.0,1.0,874.0,253.0,74.0
25_Cundinamarca,181_Choachí,Rural disperso,Apartamento,18.0,0.0,10.0,0.0,7.0,1.0,0.0
25_Cundinamarca,181_Choachí,Rural disperso,Tipo cuarto,30.0,0.0,9.0,0.0,19.0,1.0,1.0
25_Cundinamarca,181_Choachí,Rural disperso,Otro tipo de vivienda (1),3.0,0.0,0.0,0.0,1.0,0.0,2.0
25_Cundinamarca,183_Chocontá,Total municipal,Total,5907.0,89.0,3315.0,10.0,2219.0,116.0,158.0
25_Cundinamarca,183_Chocontá,Total municipal,Casa,4544.0,54.0,2258.0,7.0,1982.0,89.0,154.0
25_Cundinamarca,183_Chocontá,Total municipal,Apartamento,1107.0,34.0,913.0,3.0,146.0,11.0,0.0
25_Cundinamarca,183_Chocontá,Total municipal,Tipo cuarto,249.0,1.0,142.0,0.0,90.0,15.0,1.0
25_Cundinamarca,183_Chocontá,Total municipal,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,183_Chocontá,Total municipal,Otro tipo de vivienda (1),6.0,0.0,2.0,0.0,1.0,1.0,2.0
25_Cundinamarca,183_Chocontá,Cabecera,Total,3088.0,72.0,2245.0,4.0,698.0,62.0,7.0
25_Cundinamarca,183_Chocontá,Cabecera,Casa,1768.0,37.0,1202.0,1.0,483.0,39.0,6.0
25_Cundinamarca,183_Chocontá,Cabecera,Apartamento,1094.0,34.0,904.0,3.0,143.0,10.0,0.0
25_Cundinamarca,183_Chocontá,Cabecera,Tipo cuarto,225.0,1.0,139.0,0.0,72.0,12.0,1.0
25_Cundinamarca,183_Chocontá,Cabecera,Otro tipo de vivienda (1),1.0,0.0,0.0,0.0,0.0,1.0,0.0
25_Cundinamarca,183_Chocontá,Rural disperso,Total,2819.0,17.0,1070.0,6.0,1521.0,54.0,151.0
25_Cundinamarca,183_Chocontá,Rural disperso,Casa,2776.0,17.0,1056.0,6.0,1499.0,50.0,148.0
25_Cundinamarca,183_Chocontá,Rural disperso,Apartamento,13.0,0.0,9.0,0.0,3.0,1.0,0.0
25_Cundinamarca,183_Chocontá,Rural disperso,Tipo cuarto,24.0,0.0,3.0,0.0,18.0,3.0,0.0
25_Cundinamarca,183_Chocontá,Rural disperso,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25_Cundinamarca,183_Chocontá,Rural disperso,Otro tipo de vivienda (1),5.0,0.0,2.0,0.0,1.0,0.0,2.0
25_Cundinamarca,200_Cogua,Total municipal,Total,6164.0,174.0,5033.0,12.0,871.0,53.0,21.0
25_Cundinamarca,200_Cogua,Total municipal,Casa,4599.0,139.0,3608.0,11.0,774.0,47.0,20.0
25_Cundinamarca,200_Cogua,Total municipal,Apartamento,1495.0,35.0,1377.0,0.0,77.0,5.0,1.0
25_Cundinamarca,200_Cogua,Total municipal,Tipo cuarto,67.0,0.0,45.0,1.0,20.0,1.0,0.0
25_Cundinamarca,200_Cogua,Total municipal,Otro tipo de vivienda (1),3.0,0.0,3.0,0.0,0.0,0.0,0.0
25_Cundinamarca,200_Cogua,Cabecera,Total,2239.0,57.0,2046.0,2.0,126.0,8.0,0.0
25_Cundinamarca,200_Cogua,Cabecera,Casa,1067.0,28.0,957.0,2.0,76.0,4.0,0.0
25_Cundinamarca,200_Cogua,Cabecera,Apartamento,1142.0,29.0,1063.0,0.0,46.0,4.0,0.0
25_Cundinamarca,200_Cogua,Cabecera,Tipo cuarto,29.0,0.0,25.0,0.0,4.0,0.0,0.0
25_Cundinamarca,200_Cogua,Cabecera,Otro tipo de vivienda (1),1.0,0.0,1.0,0.0,0.0,0.0,0.0
25_Cundinamarca,200_Cogua,Centro poblado,Total,1312.0,53.0,1075.0,3.0,166.0,13.0,2.0
25_Cundinamarca,200_Cogua,Centro poblado,Casa,1075.0,48.0,867.0,2.0,144.0,12.0,2.0
25_Cundinamarca,200_Cogua,Centro poblado,Apartamento,217.0,5.0,197.0,0.0,15.0,0.0,0.0
25_Cundinamarca,200_Cogua,Centro poblado,Tipo cuarto,20.0,0.0,11.0,1.0,7.0,1.0,0.0
25_Cundinamarca,200_Cogua,Rural disperso,Total,2613.0,64.0,1912.0,7.0,579.0,32.0,19.0
25_Cundinamarca,200_Cogua,Rural disperso,Casa,2457.0,63.0,1784.0,7.0,554.0,31.0,18.0
25_Cundinamarca,200_Cogua,Rural disperso,Apartamento,136.0,1.0,117.0,0.0,16.0,1.0,1.0
25_Cundinamarca,200_Cogua,Rural disperso,Tipo cuarto,18.0,0.0,9.0,0.0,9.0,0.0,0.0
25_Cundinamarca,200_Cogua,Rural disperso,Otro tipo de vivienda (1),2.0,0.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,214_Cota,Total municipal,Total,9589.0,522.0,7850.0,37.0,1023.0,131.0,26.0
25_Cundinamarca,214_Cota,Total municipal,Casa,6033.0,420.0,4889.0,18.0,616.0,76.0,14.0
25_Cundinamarca,214_Cota,Total municipal,Apartamento,2768.0,99.0,2407.0,18.0,217.0,26.0,1.0
25_Cundinamarca,214_Cota,Total municipal,Tipo cuarto,762.0,3.0,550.0,0.0,184.0,19.0,6.0
25_Cundinamarca,214_Cota,Total municipal,Vivienda tradicional indígena,8.0,0.0,1.0,0.0,3.0,2.0,2.0
25_Cundinamarca,214_Cota,Total municipal,Vivienda tradicional étnica,2.0,0.0,0.0,0.0,2.0,0.0,0.0
25_Cundinamarca,214_Cota,Total municipal,Otro tipo de vivienda (1),16.0,0.0,3.0,1.0,1.0,8.0,3.0
25_Cundinamarca,214_Cota,Cabecera,Total,6175.0,256.0,5283.0,26.0,528.0,70.0,12.0
25_Cundinamarca,214_Cota,Cabecera,Casa,3299.0,161.0,2810.0,9.0,277.0,34.0,8.0
25_Cundinamarca,214_Cota,Cabecera,Apartamento,2338.0,92.0,2072.0,16.0,137.0,21.0,0.0
25_Cundinamarca,214_Cota,Cabecera,Tipo cuarto,527.0,3.0,399.0,0.0,114.0,8.0,3.0
25_Cundinamarca,214_Cota,Cabecera,Vivienda tradicional indígena,1.0,0.0,0.0,0.0,0.0,0.0,1.0
