Departamento,Municipio,"Total, Cabecera, Centro poblado, Rural disperso",Total viviendas ocupadas con personas presentes,Inodoro conectado al alcantarillado*,Inodoro conectado a pozo séptico,Inodoro sin conexión,Letrina,Inodoro con descarga directa a fuentes de agua (bajamar),No tiene servicio sanitario,Sin información
25_Cundinamarca,799_Tenjo,Rural disperso,2771.0,696.0,2047.0,5.0,4.0,3.0,2.0,14.0
25_Cundinamarca,805_Tibacuy,Total municipal,1650.0,325.0,1247.0,53.0,0.0,5.0,15.0,5.0
25_Cundinamarca,805_Tibacuy,Cabecera,179.0,157.0,20.0,0.0,0.0,2.0,0.0,0.0
25_Cundinamarca,805_Tibacuy,Centro poblado,217.0,154.0,50.0,5.0,0.0,2.0,1.0,5.0
25_Cundinamarca,805_Tibacuy,Rural disperso,1254.0,14.0,1177.0,48.0,0.0,1.0,14.0,0.0
25_Cundinamarca,807_Tibirita,Total municipal,970.0,181.0,600.0,158.0,0.0,1.0,30.0,0.0
25_Cundinamarca,807_Tibirita,Cabecera,187.0,177.0,10.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,807_Tibirita,Rural disperso,783.0,4.0,590.0,158.0,0.0,1.0,30.0,0.0
25_Cundinamarca,815_Tocaima,Total municipal,6158.0,3736.0,2057.0,116.0,8.0,9.0,178.0,54.0
25_Cundinamarca,815_Tocaima,Cabecera,3610.0,3447.0,93.0,9.0,0.0,2.0,8.0,51.0
25_Cundinamarca,815_Tocaima,Centro poblado,512.0,202.0,302.0,6.0,1.0,1.0,0.0,0.0
25_Cundinamarca,815_Tocaima,Rural disperso,2036.0,87.0,1662.0,101.0,7.0,6.0,170.0,3.0
25_Cundinamarca,817_Tocancipá,Total municipal,10674.0,9700.0,866.0,7.0,1.0,5.0,4.0,91.0
25_Cundinamarca,817_Tocancipá,Cabecera,3564.0,3490.0,18.0,0.0,1.0,2.0,2.0,51.0
25_Cundinamarca,817_Tocancipá,Centro poblado,5256.0,5131.0,91.0,2.0,0.0,2.0,1.0,29.0
25_Cundinamarca,817_Tocancipá,Rural disperso,1854.0,1079.0,757.0,5.0,0.0,1.0,1.0,11.0
25_Cundinamarca,823_Topaipí,Total municipal,1424.0,262.0,853.0,40.0,12.0,4.0,240.0,13.0
25_Cundinamarca,823_Topaipí,Cabecera,238.0,193.0,28.0,3.0,2.0,0.0,3.0,9.0
25_Cundinamarca,823_Topaipí,Centro poblado,87.0,64.0,19.0,1.0,0.0,0.0,3.0,0.0
25_Cundinamarca,823_Topaipí,Rural disperso,1099.0,5.0,806.0,36.0,10.0,4.0,234.0,4.0
25_Cundinamarca,839_Ubalá,Total municipal,2386.0,475.0,1257.0,383.0,42.0,139.0,81.0,9.0
25_Cundinamarca,839_Ubalá,Cabecera,328.0,231.0,52.0,6.0,1.0,30.0,2.0,6.0
25_Cundinamarca,839_Ubalá,Centro poblado,348.0,192.0,81.0,38.0,1.0,30.0,6.0,0.0
25_Cundinamarca,839_Ubalá,Rural disperso,1710.0,52.0,1124.0,339.0,40.0,79.0,73.0,3.0
25_Cundinamarca,841_Ubaque,Total municipal,2138.0,356.0,1600.0,74.0,1.0,5.0,94.0,8.0
25_Cundinamarca,841_Ubaque,Cabecera,364.0,351.0,6.0,0.0,0.0,1.0,0.0,6.0
25_Cundinamarca,841_Ubaque,Rural disperso,1774.0,5.0,1594.0,74.0,1.0,4.0,94.0,2.0
25_Cundinamarca,843_Villa De San Diego De Ubaté,Total municipal,11933.0,9146.0,2610.0,90.0,8.0,8.0,19.0,52.0
25_Cundinamarca,843_Villa De San Diego De Ubaté,Cabecera,9108.0,8893.0,149.0,4.0,2.0,6.0,6.0,48.0
25_Cundinamarca,843_Villa De San Diego De Ubaté,Centro poblado,687.0,157.0,528.0,2.0,0.0,0.0,0.0,0.0
25_Cundinamarca,843_Villa De San Diego De Ubaté,Rural disperso,2138.0,96.0,1933.0,84.0,6.0,2.0,13.0,4.0
25_Cundinamarca,845_Une,Total municipal,2177.0,1125.0,970.0,38.0,8.0,4.0,25.0,7.0
25_Cundinamarca,845_Une,Cabecera,1154.0,1120.0,26.0,1.0,0.0,0.0,1.0,6.0
25_Cundinamarca,845_Une,Centro poblado,38.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,845_Une,Rural disperso,985.0,5.0,906.0,37.0,8.0,4.0,24.0,1.0
25_Cundinamarca,851_Útica,Total municipal,1435.0,688.0,598.0,27.0,0.0,3.0,117.0,2.0
25_Cundinamarca,851_Útica,Cabecera,817.0,683.0,119.0,1.0,0.0,0.0,13.0,1.0
25_Cundinamarca,851_Útica,Rural disperso,618.0,5.0,479.0,26.0,0.0,3.0,104.0,1.0
25_Cundinamarca,862_Vergara,Total municipal,2152.0,322.0,1486.0,65.0,41.0,2.0,233.0,3.0
25_Cundinamarca,862_Vergara,Cabecera,356.0,309.0,39.0,4.0,1.0,0.0,1.0,2.0
25_Cundinamarca,862_Vergara,Centro poblado,76.0,5.0,61.0,5.0,2.0,0.0,3.0,0.0
25_Cundinamarca,862_Vergara,Rural disperso,1720.0,8.0,1386.0,56.0,38.0,2.0,229.0,1.0
25_Cundinamarca,867_Vianí,Total municipal,1318.0,435.0,767.0,67.0,7.0,1.0,33.0,8.0
25_Cundinamarca,867_Vianí,Cabecera,449.0,431.0,12.0,1.0,0.0,0.0,1.0,4.0
25_Cundinamarca,867_Vianí,Centro poblado,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
25_Cundinamarca,867_Vianí,Rural disperso,861.0,4.0,747.0,66.0,7.0,1.0,32.0,4.0
25_Cundinamarca,871_Villagómez,Total municipal,617.0,190.0,377.0,3.0,3.0,13.0,15.0,16.0
25_Cundinamarca,871_Villagómez,Cabecera,217.0,186.0,7.0,0.0,0.0,8.0,1.0,15.0
25_Cundinamarca,871_Villagómez,Rural disperso,400.0,4.0,370.0,3.0,3.0,5.0,14.0,1.0
25_Cundinamarca,873_Villapinzón,Total municipal,4496.0,1732.0,2243.0,280.0,12.0,92.0,120.0,17.0
25_Cundinamarca,873_Villapinzón,Cabecera,1915.0,1703.0,111.0,12.0,1.0,67.0,6.0,15.0
25_Cundinamarca,873_Villapinzón,Centro poblado,37.0,0.0,29.0,4.0,0.0,1.0,3.0,0.0
25_Cundinamarca,873_Villapinzón,Rural disperso,2544.0,29.0,2103.0,264.0,11.0,24.0,111.0,2.0
25_Cundinamarca,875_Villeta,Total municipal,9056.0,6130.0,2664.0,31.0,4.0,79.0,98.0,50.0
25_Cundinamarca,875_Villeta,Cabecera,6119.0,5841.0,168.0,7.0,0.0,59.0,4.0,40.0
25_Cundinamarca,875_Villeta,Centro poblado,242.0,160.0,69.0,0.0,0.0,8.0,2.0,3.0
25_Cundinamarca,875_Villeta,Rural disperso,2695.0,129.0,2427.0,24.0,4.0,12.0,92.0,7.0
25_Cundinamarca,878_Viotá,Total municipal,4527.0,1421.0,2688.0,173.0,18.0,76.0,140.0,11.0
25_Cundinamarca,878_Viotá,Cabecera,1448.0,1258.0,90.0,14.0,1.0,61.0,15.0,9.0
25_Cundinamarca,878_Viotá,Centro poblado,196.0,144.0,38.0,6.0,0.0,6.0,0.0,2.0
25_Cundinamarca,878_Viotá,Rural disperso,2883.0,19.0,2560.0,153.0,17.0,9.0,125.0,0.0
25_Cundinamarca,885_Yacopí,Total municipal,3867.0,1016.0,1734.0,478.0,13.0,107.0,508.0,11.0
25_Cundinamarca,885_Yacopí,Cabecera,939.0,844.0,56.0,15.0,0.0,15.0,6.0,3.0
25_Cundinamarca,885_Yacopí,Centro poblado,316.0,154.0,121.0,20.0,0.0,14.0,7.0,0.0
25_Cundinamarca,885_Yacopí,Rural disperso,2612.0,18.0,1557.0,443.0,13.0,78.0,495.0,8.0
25_Cundinamarca,898_Zipacón,Total municipal,1434.0,545.0,856.0,8.0,12.0,8.0,2.0,3.0
25_Cundinamarca,898_Zipacón,Cabecera,369.0,361.0,5.0,0.0,0.0,0.0,0.0,3.0
25_Cundinamarca,898_Zipacón,Centro poblado,279.0,159.0,112.0,2.0,2.0,4.0,0.0,0.0
25_Cundinamarca,898_Zipacón,Rural disperso,786.0,25.0,739.0,6.0,10.0,4.0,2.0,0.0
25_Cundinamarca,899_Zipaquirá,Total municipal,40409.0,37620.0,2220.0,36.0,9.0,140.0,22.0,362.0
25_Cundinamarca,899_Zipaquirá,Cabecera,33437.0,32911.0,135.0,6.0,0.0,34.0,16.0,335.0
25_Cundinamarca,899_Zipaquirá,Centro poblado,4953.0,4471.0,366.0,6.0,0.0,87.0,2.0,21.0
25_Cundinamarca,899_Zipaquirá,Rural disperso,2019.0,238.0,1719.0,24.0,9.0,19.0,4.0,6.0
27_Chocó,001_Quibdó,Total municipal,35071.0,5450.0,12472.0,2263.0,118.0,11302.0,2959.0,507.0
27_Chocó,001_Quibdó,Cabecera,31672.0,5305.0,11826.0,2157.0,110.0,10886.0,1184.0,204.0
27_Chocó,001_Quibdó,Centro poblado,978.0,84.0,213.0,45.0,1.0,36.0,516.0,83.0
27_Chocó,001_Quibdó,Rural disperso,2421.0,61.0,433.0,61.0,7.0,380.0,1259.0,220.0
27_Chocó,006_Acandí,Total municipal,3747.0,1093.0,1873.0,61.0,18.0,52.0,564.0,86.0
27_Chocó,006_Acandí,Cabecera,1977.0,1058.0,719.0,47.0,6.0,43.0,98.0,6.0
27_Chocó,006_Acandí,Centro poblado,715.0,17.0,654.0,4.0,0.0,3.0,29.0,8.0
27_Chocó,006_Acandí,Rural disperso,1055.0,18.0,500.0,10.0,12.0,6.0,437.0,72.0
27_Chocó,025_Alto Baudó,Total municipal,5312.0,644.0,218.0,97.0,4.0,20.0,3801.0,528.0
27_Chocó,025_Alto Baudó,Cabecera,806.0,417.0,48.0,47.0,2.0,6.0,217.0,69.0
27_Chocó,025_Alto Baudó,Centro poblado,290.0,37.0,26.0,14.0,0.0,2.0,163.0,48.0
27_Chocó,025_Alto Baudó,Rural disperso,4216.0,190.0,144.0,36.0,2.0,12.0,3421.0,411.0
27_Chocó,050_Atrato,Total municipal,1633.0,138.0,628.0,44.0,23.0,268.0,520.0,12.0
27_Chocó,050_Atrato,Cabecera,737.0,39.0,353.0,27.0,9.0,205.0,96.0,8.0
27_Chocó,050_Atrato,Centro poblado,807.0,74.0,248.0,12.0,11.0,55.0,407.0,0.0
27_Chocó,050_Atrato,Rural disperso,89.0,25.0,27.0,5.0,3.0,8.0,17.0,4.0
27_Chocó,073_Bagadó,Total municipal,2898.0,543.0,193.0,11.0,32.0,170.0,1750.0,199.0
27_Chocó,073_Bagadó,Cabecera,800.0,504.0,61.0,7.0,3.0,93.0,128.0,4.0
27_Chocó,073_Bagadó,Centro poblado,247.0,13.0,87.0,2.0,1.0,39.0,83.0,22.0
27_Chocó,073_Bagadó,Rural disperso,1851.0,26.0,45.0,2.0,28.0,38.0,1539.0,173.0
27_Chocó,075_Bahía Solano,Total municipal,2487.0,1232.0,663.0,34.0,12.0,74.0,467.0,5.0
27_Chocó,075_Bahía Solano,Cabecera,1625.0,1154.0,215.0,26.0,4.0,38.0,184.0,4.0
27_Chocó,075_Bahía Solano,Centro poblado,737.0,63.0,437.0,8.0,7.0,35.0,186.0,1.0
27_Chocó,075_Bahía Solano,Rural disperso,125.0,15.0,11.0,0.0,1.0,1.0,97.0,0.0
27_Chocó,077_Bajo Baudó,Total municipal,4384.0,507.0,560.0,20.0,77.0,266.0,2744.0,210.0
27_Chocó,077_Bajo Baudó,Cabecera,1049.0,329.0,274.0,9.0,5.0,163.0,265.0,4.0
27_Chocó,077_Bajo Baudó,Centro poblado,828.0,64.0,182.0,9.0,38.0,56.0,476.0,3.0
27_Chocó,077_Bajo Baudó,Rural disperso,2507.0,114.0,104.0,2.0,34.0,47.0,2003.0,203.0
27_Chocó,099_Bojayá,Total municipal,2856.0,146.0,715.0,52.0,4.0,30.0,1663.0,246.0
27_Chocó,099_Bojayá,Cabecera,324.0,86.0,205.0,6.0,3.0,5.0,19.0,0.0
27_Chocó,099_Bojayá,Centro poblado,1196.0,54.0,474.0,40.0,0.0,19.0,600.0,9.0
27_Chocó,099_Bojayá,Rural disperso,1336.0,6.0,36.0,6.0,1.0,6.0,1044.0,237.0
27_Chocó,135_El Cantón Del San Pablo,Total municipal,1750.0,685.0,332.0,33.0,40.0,167.0,446.0,47.0
27_Chocó,135_El Cantón Del San Pablo,Cabecera,778.0,434.0,76.0,7.0,3.0,17.0,218.0,23.0
27_Chocó,135_El Cantón Del San Pablo,Centro poblado,778.0,238.0,210.0,19.0,32.0,146.0,120.0,13.0
27_Chocó,135_El Cantón Del San Pablo,Rural disperso,194.0,13.0,46.0,7.0,5.0,4.0,108.0,11.0
27_Chocó,150_Carmen Del Darién,Total municipal,3754.0,249.0,667.0,35.0,139.0,16.0,2466.0,182.0
27_Chocó,150_Carmen Del Darién,Cabecera,536.0,10.0,251.0,11.0,7.0,6.0,224.0,27.0
27_Chocó,150_Carmen Del Darién,Centro poblado,327.0,1.0,74.0,3.0,0.0,1.0,216.0,32.0
27_Chocó,150_Carmen Del Darién,Rural disperso,2891.0,238.0,342.0,21.0,132.0,9.0,2026.0,123.0
27_Chocó,160_Cértegui,Total municipal,1629.0,546.0,239.0,58.0,32.0,53.0,646.0,55.0
27_Chocó,160_Cértegui,Cabecera,877.0,503.0,194.0,44.0,17.0,34.0,77.0,8.0
27_Chocó,160_Cértegui,Centro poblado,73.0,13.0,12.0,5.0,1.0,0.0,25.0,17.0
27_Chocó,160_Cértegui,Rural disperso,679.0,30.0,33.0,9.0,14.0,19.0,544.0,30.0
27_Chocó,205_Condoto,Total municipal,3808.0,1830.0,520.0,92.0,8.0,636.0,563.0,159.0
27_Chocó,205_Condoto,Cabecera,2896.0,1701.0,417.0,77.0,7.0,475.0,171.0,48.0
27_Chocó,205_Condoto,Centro poblado,560.0,104.0,85.0,13.0,0.0,138.0,184.0,36.0
27_Chocó,205_Condoto,Rural disperso,352.0,25.0,18.0,2.0,1.0,23.0,208.0,75.0
27_Chocó,245_El Carmen De Atrato,Total municipal,2411.0,1091.0,66.0,100.0,6.0,614.0,478.0,56.0
27_Chocó,245_El Carmen De Atrato,Cabecera,921.0,804.0,16.0,5.0,0.0,92.0,0.0,4.0
27_Chocó,245_El Carmen De Atrato,Centro poblado,364.0,154.0,8.0,20.0,2.0,149.0,25.0,6.0
27_Chocó,245_El Carmen De Atrato,Rural disperso,1126.0,133.0,42.0,75.0,4.0,373.0,453.0,46.0
27_Chocó,250_El Litoral Del San Juan,Total municipal,2786.0,73.0,721.0,47.0,15.0,36.0,1559.0,335.0
27_Chocó,250_El Litoral Del San Juan,Cabecera,391.0,51.0,261.0,16.0,6.0,11.0,25.0,21.0
27_Chocó,250_El Litoral Del San Juan,Centro poblado,595.0,15.0,122.0,8.0,2.0,2.0,356.0,90.0
27_Chocó,250_El Litoral Del San Juan,Rural disperso,1800.0,7.0,338.0,23.0,7.0,23.0,1178.0,224.0
27_Chocó,361_Istmina,Total municipal,8137.0,696.0,1837.0,2468.0,68.0,1824.0,1081.0,163.0
27_Chocó,361_Istmina,Cabecera,6214.0,535.0,1507.0,2125.0,57.0,1743.0,213.0,34.0
27_Chocó,361_Istmina,Centro poblado,246.0,60.0,23.0,61.0,0.0,7.0,72.0,23.0
27_Chocó,361_Istmina,Rural disperso,1677.0,101.0,307.0,282.0,11.0,74.0,796.0,106.0
27_Chocó,372_Juradó,Total municipal,1033.0,403.0,37.0,14.0,8.0,42.0,407.0,122.0
27_Chocó,372_Juradó,Cabecera,498.0,278.0,15.0,12.0,6.0,33.0,103.0,51.0
27_Chocó,372_Juradó,Centro poblado,190.0,110.0,13.0,2.0,1.0,5.0,22.0,37.0
27_Chocó,372_Juradó,Rural disperso,345.0,15.0,9.0,0.0,1.0,4.0,282.0,34.0
27_Chocó,413_Lloró,Total municipal,2380.0,402.0,437.0,46.0,4.0,229.0,1142.0,120.0
27_Chocó,413_Lloró,Cabecera,961.0,363.0,304.0,25.0,3.0,172.0,74.0,20.0
27_Chocó,413_Lloró,Centro poblado,534.0,36.0,101.0,20.0,0.0,43.0,300.0,34.0
27_Chocó,413_Lloró,Rural disperso,885.0,3.0,32.0,1.0,1.0,14.0,768.0,66.0
27_Chocó,425_Medio Atrato,Total municipal,2810.0,59.0,1311.0,82.0,7.0,50.0,1117.0,184.0
27_Chocó,425_Medio Atrato,Cabecera,246.0,16.0,178.0,8.0,3.0,8.0,27.0,6.0
27_Chocó,425_Medio Atrato,Centro poblado,642.0,2.0,263.0,8.0,1.0,11.0,309.0,48.0
27_Chocó,425_Medio Atrato,Rural disperso,1922.0,41.0,870.0,66.0,3.0,31.0,781.0,130.0
27_Chocó,430_Medio Baudó,Total municipal,3606.0,61.0,664.0,138.0,19.0,734.0,1890.0,100.0
27_Chocó,430_Medio Baudó,Cabecera,440.0,9.0,20.0,1.0,7.0,354.0,49.0,0.0
27_Chocó,430_Medio Baudó,Centro poblado,1754.0,45.0,522.0,87.0,7.0,277.0,791.0,25.0
27_Chocó,430_Medio Baudó,Rural disperso,1412.0,7.0,122.0,50.0,5.0,103.0,1050.0,75.0
27_Chocó,450_Medio San Juan,Total municipal,2780.0,219.0,873.0,70.0,30.0,484.0,981.0,123.0
27_Chocó,450_Medio San Juan,Cabecera,841.0,101.0,235.0,38.0,3.0,401.0,61.0,2.0
27_Chocó,450_Medio San Juan,Centro poblado,24.0,7.0,2.0,1.0,0.0,1.0,8.0,5.0
27_Chocó,450_Medio San Juan,Rural disperso,1915.0,111.0,636.0,31.0,27.0,82.0,912.0,116.0
27_Chocó,491_Nóvita,Total municipal,2625.0,483.0,805.0,77.0,15.0,439.0,775.0,31.0
27_Chocó,491_Nóvita,Cabecera,1047.0,471.0,409.0,18.0,1.0,83.0,62.0,3.0
27_Chocó,491_Nóvita,Centro poblado,513.0,2.0,179.0,19.0,8.0,113.0,187.0,5.0
27_Chocó,491_Nóvita,Rural disperso,1065.0,10.0,217.0,40.0,6.0,243.0,526.0,23.0
27_Chocó,495_Nuquí,Total municipal,862.0,68.0,317.0,28.0,3.0,39.0,363.0,44.0
27_Chocó,495_Nuquí,Cabecera,299.0,42.0,127.0,20.0,2.0,29.0,63.0,16.0
27_Chocó,495_Nuquí,Centro poblado,174.0,6.0,85.0,4.0,1.0,7.0,65.0,6.0
27_Chocó,495_Nuquí,Rural disperso,389.0,20.0,105.0,4.0,0.0,3.0,235.0,22.0
27_Chocó,580_Río Iró,Total municipal,1287.0,283.0,189.0,115.0,4.0,136.0,539.0,21.0
27_Chocó,580_Río Iró,Cabecera,449.0,123.0,154.0,89.0,1.0,19.0,61.0,2.0
27_Chocó,580_Río Iró,Centro poblado,446.0,154.0,25.0,19.0,3.0,109.0,135.0,1.0
27_Chocó,580_Río Iró,Rural disperso,392.0,6.0,10.0,7.0,0.0,8.0,343.0,18.0
27_Chocó,600_Río Quito,Total municipal,2134.0,677.0,264.0,138.0,29.0,48.0,915.0,63.0
27_Chocó,600_Río Quito,Cabecera,658.0,552.0,51.0,14.0,2.0,12.0,18.0,9.0
27_Chocó,600_Río Quito,Centro poblado,1026.0,108.0,176.0,102.0,16.0,32.0,577.0,15.0
27_Chocó,600_Río Quito,Rural disperso,450.0,17.0,37.0,22.0,11.0,4.0,320.0,39.0
27_Chocó,615_Riosucio,Total municipal,12605.0,1349.0,2349.0,196.0,89.0,616.0,6794.0,1212.0
27_Chocó,615_Riosucio,Cabecera,3062.0,33.0,820.0,65.0,20.0,156.0,1853.0,115.0
27_Chocó,615_Riosucio,Centro poblado,4102.0,1277.0,706.0,67.0,25.0,361.0,894.0,772.0
27_Chocó,615_Riosucio,Rural disperso,5441.0,39.0,823.0,64.0,44.0,99.0,4047.0,325.0
27_Chocó,660_San José Del Palmar,Total municipal,1485.0,592.0,140.0,158.0,19.0,354.0,205.0,17.0
27_Chocó,660_San José Del Palmar,Cabecera,402.0,387.0,5.0,3.0,0.0,2.0,2.0,3.0
27_Chocó,660_San José Del Palmar,Centro poblado,306.0,186.0,5.0,27.0,0.0,82.0,6.0,0.0
27_Chocó,660_San José Del Palmar,Rural disperso,777.0,19.0,130.0,128.0,19.0,270.0,197.0,14.0
27_Chocó,745_Sipí,Total municipal,848.0,377.0,108.0,21.0,1.0,71.0,234.0,36.0
27_Chocó,745_Sipí,Cabecera,214.0,108.0,29.0,10.0,0.0,26.0,30.0,11.0
27_Chocó,745_Sipí,Centro poblado,499.0,235.0,66.0,11.0,0.0,45.0,130.0,12.0
27_Chocó,745_Sipí,Rural disperso,135.0,34.0,13.0,0.0,1.0,0.0,74.0,13.0
27_Chocó,787_Tadó,Total municipal,5302.0,1613.0,1041.0,72.0,51.0,1327.0,961.0,237.0
27_Chocó,787_Tadó,Cabecera,3322.0,1536.0,890.0,46.0,21.0,709.0,58.0,62.0
27_Chocó,787_Tadó,Centro poblado,922.0,65.0,94.0,21.0,1.0,483.0,256.0,2.0
27_Chocó,787_Tadó,Rural disperso,1058.0,12.0,57.0,5.0,29.0,135.0,647.0,173.0
27_Chocó,800_Unguía,Total municipal,3708.0,692.0,1481.0,41.0,51.0,119.0,1049.0,275.0
27_Chocó,800_Unguía,Cabecera,1284.0,679.0,397.0,18.0,12.0,72.0,73.0,33.0
27_Chocó,800_Unguía,Centro poblado,1257.0,7.0,763.0,14.0,27.0,29.0,294.0,123.0
27_Chocó,800_Unguía,Rural disperso,1167.0,6.0,321.0,9.0,12.0,18.0,682.0,119.0
27_Chocó,810_Unión Panamericana,Total municipal,1997.0,519.0,320.0,60.0,3.0,736.0,324.0,35.0
27_Chocó,810_Unión Panamericana,Cabecera,868.0,327.0,76.0,19.0,1.0,314.0,129.0,2.0
27_Chocó,810_Unión Panamericana,Centro poblado,830.0,157.0,196.0,38.0,2.0,334.0,99.0,4.0
27_Chocó,810_Unión Panamericana,Rural disperso,299.0,35.0,48.0,3.0,0.0,88.0,96.0,29.0
41_Huila,001_Neiva,Total municipal,98405.0,90645.0,5403.0,215.0,82.0,682.0,222.0,1156.0
41_Huila,001_Neiva,Cabecera,92626.0,87739.0,2882.0,143.0,63.0,570.0,115.0,1114.0
41_Huila,001_Neiva,Centro poblado,3449.0,2482.0,831.0,14.0,4.0,77.0,30.0,11.0
41_Huila,001_Neiva,Rural disperso,2330.0,424.0,1690.0,58.0,15.0,35.0,77.0,31.0
41_Huila,006_Acevedo,Total municipal,7011.0,1588.0,3081.0,1027.0,16.0,984.0,304.0,11.0
41_Huila,006_Acevedo,Cabecera,1361.0,1208.0,62.0,27.0,0.0,51.0,6.0,7.0
41_Huila,006_Acevedo,Centro poblado,564.0,261.0,152.0,75.0,1.0,62.0,12.0,1.0
41_Huila,006_Acevedo,Rural disperso,5086.0,119.0,2867.0,925.0,15.0,871.0,286.0,3.0
41_Huila,013_Agrado,Total municipal,2488.0,1677.0,611.0,83.0,6.0,23.0,77.0,11.0
41_Huila,013_Agrado,Cabecera,1680.0,1607.0,10.0,15.0,3.0,17.0,20.0,8.0
41_Huila,013_Agrado,Centro poblado,78.0,52.0,24.0,0.0,0.0,0.0,2.0,0.0
41_Huila,013_Agrado,Rural disperso,730.0,18.0,577.0,68.0,3.0,6.0,55.0,3.0
41_Huila,016_Aipe,Total municipal,4221.0,2971.0,1030.0,74.0,17.0,7.0,89.0,33.0
41_Huila,016_Aipe,Cabecera,2844.0,2636.0,140.0,9.0,8.0,5.0,17.0,29.0
41_Huila,016_Aipe,Centro poblado,304.0,272.0,25.0,1.0,0.0,0.0,5.0,1.0
41_Huila,016_Aipe,Rural disperso,1073.0,63.0,865.0,64.0,9.0,2.0,67.0,3.0
41_Huila,020_Algeciras,Total municipal,5836.0,3070.0,1883.0,432.0,67.0,141.0,203.0,40.0
41_Huila,020_Algeciras,Cabecera,3014.0,2761.0,204.0,7.0,0.0,3.0,32.0,7.0
41_Huila,020_Algeciras,Centro poblado,377.0,288.0,25.0,22.0,0.0,9.0,3.0,30.0
41_Huila,020_Algeciras,Rural disperso,2445.0,21.0,1654.0,403.0,67.0,129.0,168.0,3.0
41_Huila,026_Altamira,Total municipal,1244.0,843.0,334.0,19.0,2.0,12.0,14.0,20.0
41_Huila,026_Altamira,Cabecera,824.0,783.0,15.0,0.0,0.0,6.0,3.0,17.0
41_Huila,026_Altamira,Centro poblado,69.0,41.0,19.0,5.0,0.0,3.0,1.0,0.0
41_Huila,026_Altamira,Rural disperso,351.0,19.0,300.0,14.0,2.0,3.0,10.0,3.0
41_Huila,078_Baraya,Total municipal,1988.0,1093.0,560.0,157.0,1.0,9.0,148.0,20.0
41_Huila,078_Baraya,Cabecera,1113.0,1072.0,19.0,1.0,0.0,0.0,8.0,13.0
41_Huila,078_Baraya,Rural disperso,875.0,21.0,541.0,156.0,1.0,9.0,140.0,7.0
41_Huila,132_Campoalegre,Total municipal,9112.0,6669.0,1827.0,143.0,12.0,279.0,134.0,48.0
41_Huila,132_Campoalegre,Cabecera,7073.0,6474.0,227.0,35.0,1.0,247.0,44.0,45.0
41_Huila,132_Campoalegre,Centro poblado,547.0,137.0,400.0,4.0,1.0,2.0,3.0,0.0
41_Huila,132_Campoalegre,Rural disperso,1492.0,58.0,1200.0,104.0,10.0,30.0,87.0,3.0
41_Huila,206_Colombia,Total municipal,2191.0,864.0,703.0,240.0,11.0,30.0,340.0,3.0
41_Huila,206_Colombia,Cabecera,678.0,653.0,8.0,3.0,0.0,3.0,9.0,2.0
41_Huila,206_Colombia,Centro poblado,126.0,101.0,10.0,0.0,1.0,2.0,12.0,0.0
41_Huila,206_Colombia,Rural disperso,1387.0,110.0,685.0,237.0,10.0,25.0,319.0,1.0
41_Huila,244_Elías,Total municipal,1142.0,707.0,293.0,87.0,0.0,32.0,20.0,3.0
41_Huila,244_Elías,Cabecera,400.0,392.0,4.0,1.0,0.0,1.0,0.0,2.0
41_Huila,244_Elías,Centro poblado,156.0,128.0,22.0,1.0,0.0,4.0,1.0,0.0
41_Huila,244_Elías,Rural disperso,586.0,187.0,267.0,85.0,0.0,27.0,19.0,1.0
41_Huila,298_Garzón,Total municipal,19983.0,12405.0,6078.0,493.0,23.0,632.0,225.0,127.0
41_Huila,298_Garzón,Cabecera,11494.0,10690.0,287.0,26.0,7.0,351.0,30.0,103.0
41_Huila,298_Garzón,Centro poblado,1821.0,1268.0,442.0,25.0,0.0,51.0,32.0,3.0
41_Huila,298_Garzón,Rural disperso,6668.0,447.0,5349.0,442.0,16.0,230.0,163.0,21.0
41_Huila,306_Gigante,Total municipal,6998.0,4007.0,2419.0,136.0,19.0,237.0,153.0,27.0
41_Huila,306_Gigante,Cabecera,3016.0,2848.0,105.0,11.0,1.0,9.0,29.0,13.0
41_Huila,306_Gigante,Centro poblado,1221.0,957.0,208.0,8.0,0.0,21.0,22.0,5.0
41_Huila,306_Gigante,Rural disperso,2761.0,202.0,2106.0,117.0,18.0,207.0,102.0,9.0
41_Huila,319_Guadalupe,Total municipal,4482.0,1773.0,2093.0,228.0,21.0,133.0,212.0,22.0
41_Huila,319_Guadalupe,Cabecera,1578.0,1538.0,24.0,1.0,0.0,1.0,2.0,12.0
41_Huila,319_Guadalupe,Centro poblado,592.0,182.0,331.0,31.0,3.0,18.0,23.0,4.0
41_Huila,319_Guadalupe,Rural disperso,2312.0,53.0,1738.0,196.0,18.0,114.0,187.0,6.0
41_Huila,349_Hobo,Total municipal,2169.0,1586.0,343.0,148.0,40.0,9.0,38.0,5.0
41_Huila,349_Hobo,Cabecera,1663.0,1579.0,61.0,5.0,2.0,4.0,7.0,5.0
41_Huila,349_Hobo,Rural disperso,506.0,7.0,282.0,143.0,38.0,5.0,31.0,0.0
41_Huila,357_Íquira,Total municipal,2549.0,1436.0,460.0,349.0,14.0,45.0,228.0,17.0
